gid,id,nm_bai,nome
265,400046022,Aquários,Res. Aquários
266,400046252,Beatriz Nascimento,Res. Beatriz Nascimento
267,400045967,das Hortências,Jd. das Hortências
268,400046083,Linda Vista,Res. Linda Vista
273,400013892,Santa Rita,Cond. Santa Rita
274,400046136,Vale da Serra,Res. Vale da Serra
275,400009192,Dom Fernando II,Jd. Dom Fernando II
276,400031392,Marechal Rondon,Setor Marechal Rondon
277,400015692,Padre Pelágio,Cjr Padre Pelágio
278,400011892,Parque Santa Maria,Vila Parque Santa Maria
601,400046500,,Gleba
279,400015492,dos Aeroviários,dos Aeroviarios
280,400033492,São João,Vila São João
281,400020292,Cachoeira Dourada,Cjr Cachoeira Dourada
282,400011992,Brasil,Jd. Brasil
283,400045993,Santa Rita - 5ª Etapa,Vila Santa Rita - 5a Etapa
284,400046520,Bethel,Res. Bethel
287,400022092,Alto da Glória,Alto da Glória
288,400027092,Eldorado,Res. Eldorado
289,400046464,Buena Vista IV,Res. Buena Vista IV
290,400025592,Leblon,Jd. Leblon
291,400045492,Guanabara IV,Jd. Guanabara IV
606,400046494,,Gleba
292,400010292,Industrial de Goiânia,Parque Industrial de Goiânia
293,400046128,Presidente - Extensão III,Jd. Presidente - Extensão III
294,400046417,Jardins do Cerrado 11,Res. Jardins do Cerrado 11
295,400010892,Oswaldo Rosa,Vila Oswaldo Rosa
514,400046173,Jardins Lisboa,Res. Jardins Lisboa
296,400045973,Baliza,Conjunto Baliza
297,400046162,Lago Azul,Jd. Lago Azul
298,400005892,Militar,Vila Militar
299,400004992,Panorama Parque,Panorama Parque
300,400032892,Riviera,Conjunto Riviera
602,400046499,,Gleba
301,400046013,Prive Atlântico,Res. Prive Atlântico
302,400045954,Eli Forte,Res. Eli Forte
303,400019492,Aeroporto,Setor Aeroporto
304,400045899,Morumbi,Res. Morumbi
305,400019092,Isaura,Vila Isaura
515,400004792,Cruzeiro do Sul,Cruzeiro do Sul
306,400022992,,Gleba
307,400012892,Romana,Vila Romana
308,400046287,Senador Albino Boaventura,Res. Senador Albino Boaventura
309,400038392,Tropical Verde,Tropical Verde
311,400046260,Solange Parque II,Chácara Solange Parque II
312,400046028,Dezopi,Res. Dezopi
313,400046159,Costa Paranhos,Res. Costa Paranhos
314,400046179,Itaipú I,Res. Itaipú I
315,400046424,Jardins do Cerrado 5,Res. Jardins do Cerrado 5
316,400046069,Balneário,Parque Balneário
317,400011492,Jaraguá,Vila Jaraguá
318,400046518,Rio Formoso,Setor Rio Formoso
319,400046050,Solange Parque Complemento,Solange Parque Complemento
320,400046381,,Gleba
321,400030492,Clemente,Vila Clemente
322,400037092,Colorado,Jd. Colorado
323,400046433,Antonio Carlos Pires,Res. Antônio Carlos Pires
603,400046498,,Gleba
324,400031492,Central,Setor Central
325,400021892,Vila Isabel,Conjunto Vila Isabel
327,400046161,Cristina Extensão,Vila Cristina Extensão
617,400046557,,Gleba
523,400023392,Bela Vista,Jd. Bela Vista
328,400033692,Marista,Setor Marista
329,400046434,Orlando de Morais,Res. Orlando de Morais
330,400046402,Colorado I,Jd. Colorado I
331,400015992,Irany,Vila Irany
332,400045942,das Rosas,Jd. das Rosas
333,400046023,Veneza,Vilag Veneza
334,400046070,Areião II,Setor Areião II
335,400046039,Ana Clara,Res. Ana Clara
336,400032192,Colemar Natal e Silva,Vila Colemar Natal e Silva
337,400017692,Alpes,Vila Alpes
338,400046133,Pampulha,Jd. Pampulha
339,400002792,Recreio Panorama,Res. Recreio Panorama
340,400046154,Vale dos Sonhos II,Res. Vale dos Sonhos II
342,400046275,Residencial Santa Rita,Cond. Residencial Santa Rita
343,400046207,Licardino Ney,Res. Licardino Ney
465,400046151,Jardim Ana Flávia,Setor Jardim Ana Flavia
344,400032692,Jardim Califórnia,Jardim Califórnia
345,400045960,Recanto das Garças,Res. Recanto das Garças
346,400023892,Fabiana,Conjunto Fabiana
347,400046017,Presidente - Extensão,Jd. Presidente - Extensão
348,400024292,,Gleba
349,400026392,Solange Parque III,Solange Parque III
350,400046043,Eli Forte - Extensão,Res. Eli Forte - Extensão
351,400027792,Alvorada,Vila Alvorada
353,400014892,Anchieta,Vila Anchieta
354,400045917,Mar Del Plata,Res. Mar Del Plata
356,400046300,Gleba,Gleba
357,400001792,Mutirão I,Vila Mutirão I
358,400046004,Santa Rita,Vilag Santa Rita
436,400012792,Bandeirantes,Vila Bandeirantes
359,400046420,Jardins do Cerrado 4,Res. Jardins do Cerrado 4
360,400046036,Clea Borges,Res. Clea Borges
361,400045978,Campus,Cjr Campus
362,400012192,Sonho Verde Complemento,Res. Sonho Verde Complemento
363,400046587,,Vila Roriz
364,400046422,Jardins do Cerrado 1,Res. Jardins do Cerrado 1
365,400046121,Perim Continuação,Res. Perim Continuação
1087,400046223,,Gleba
366,400013192,Nova Esperança,Jd. Nova Esperanca
367,400046062,São José - Complemento,Vila São Jose - Complemento
368,400046048,Village Santa Rita I,Res. Village Santa Rita I
369,400036792,dos Bandeirantes,Sir dos Bandeirantes
370,400036492,Andréia,Setor Andreia
371,400045949,Porto Seguro,Res. Porto Seguro
372,400045895,Conquista,Jd. Conquista
373,400011692,Habitacional Aruanã II,Conjunto Habitacional Aruanã II
374,400024592,Maringá,Res. Maringa
375,400037692,Grande Retiro,Grande Retiro
376,400046016,Flamingo,Res. Flamingo
377,400046002,Jardim Leblon,Res. Jardim Leblon
378,400046103,Nunes de Morais 2ª Etapa,Res. Nunes de Morais 2a Etapa
380,400045983,Cidade Universitária,Cond. Cidade Universitária
381,400046051,Goyaz Park,Res. Goyaz Park
383,400045999,Santa Rita - 2a etapa,Cond. Santa Rita - 2a etapa
495,400018992,Xavier,Jd. Xavier
384,400045977,Sonho Dourado,Res. Sonho Dourado
385,400046018,das Paineiras IV Etapa,Parque das Paineiras IV Etapa
386,400032792,Vale do Araguaia,Res. Vale do Araguaia
387,400029992,Jacaré,Vila Jacare
388,400015592,do Anicuns,Esp do Anicuns
389,400046226,Anglo,Res. Anglo
390,400002892,Panorama,Sir Panorama
393,400046104,Ponta Negra,Res. Ponta Negra
394,400046034,Bom Jesus,Jd. Bom Jesus
395,400046145,Petrópolis,Res. Petropolis
396,400005092,Nossa Senhora Aparecida,Vila Nossa Senhora Aparecida
397,400046086,Barcelona,Res. Barcelona
398,400013092,das Nações,Setor das Nacoes
609,400046488,,Gleba
399,400005192,Urias Magalhães,Setor Urias Magalhaes
400,400046094,São José,Chácara São José
401,400019192,Paraíso,Vila Paraiso
402,400046063,São José - Extensão,Vila São José - Extensão
403,400046055,Nunes de Morais 1ª Etapa,Res. Nunes de Morais 1a Etapa
404,400046432,Fonte das Aguas,Res. Fonte das Águas
405,400046042,Talismã,Res. Talismã
406,400015192,Ana Lúcia,Jd. Ana Lúcia
407,400046317,,Gleba
408,400046127,Fidélis,Res. Fidélis
409,400046400,Buena Vista I,Res. Buena Vista I
410,400028992,Vera Cruz,Conjunto Vera Cruz
411,400006692,Criméia Leste,Setor Criméia Leste
412,400046266,Village Santa Rita IV,Res. Village Santa Rita IV
413,400046122,Recreio Panorama extensão,Res. Recreio Panorama extensão
414,400005492,Guanabara II,Jd. Guanabara II
415,400045923,Morais,Setor Morais
416,400030892,Froes,Vila Froes
417,400046522,Isaura Extensão,Vila Isaura Extensão
418,400045907,Jardim Florença,Res. Jardim Florença
419,400046183,Espanha,Res. Espanha
420,400018892,Abajá,Vila Abaja
421,400017392,Morada Nova,Conjunto Morada Nova
422,400046026,das Nações Extensão,Setor das Nacoes Extensão
423,400046003,Leblon II,Jd. Leblon II
425,400046509,,Gleba
426,400046421,Jardins do Cerrado 3,Res. Jardins do Cerrado 3
427,400003492,Itatiaia,Vila Itatiaia
428,400018392,Coimbra,Setor Coimbra
429,400017792,Romildo F. R. do Amaral,Cjr Romildo F. R. do Amaral
430,400045940,Morada do Ipê,Res. Morada do Ipe
431,400033392,Areião I,Areião I
432,400045938,Maria Celeste,Setor Maria Celeste
433,400005692,Nossa Senhora da Piedade,Chácara Nossa Senhora da Piedade
434,400013592,Araguaia Park,Araguaia Park
435,400013792,Paraíso,Parque Paraíso
438,400046115,Aeronáutico Antônio Sebba Filho,Parque Aeronáutico Antônio Sebba Filho
439,400046060,Pilar dos Sonhos,Res. Pilar dos Sonhos
440,400020592,Anhangüera,Anhanguera
441,400045935,Jardim Belvedere Expansão,Res. Jardim Belvedere Expansão
442,400046119,Recanto Barravento,Recanto Barravento
513,400046418,Jardins do Cerrado 10,Res. Jardins do Cerrado 10
496,400008492,Santo Hilário II,Santo Hilario II
443,400045991,Santa Rita - 4a etapa,Res. Santa Rita - 4a etapa
444,400046153,Colorado Extensão,Jd. Colorado Extensão
445,400021192,Divino Pai Eterno,Vila Divino Pai Eterno
446,400045988,Santa Marta,Col Santa Marta
447,400013492,Lorena Parque,Lorena Parque
448,400033892,Americano do Brasil,Vila Americano do Brasil
449,400046270,Anicuns,Res. Anicuns
450,400046037,Ville de France,Res. Ville de France
451,400046092,Paris,Jd. Paris
452,400045932,Morada dos Sonhos,Morada dos Sonhos
453,400016292,Santos Dumont,Santos Dumont
454,400045945,Jardim Belvedere,Res. Jardim Belvedere
455,400020992,Bela Vista,Setor Bela Vista
456,400016592,Santo Afonso,Vila Santo Afonso
457,400046054,Luana Park,Res. Luana Park
458,400014592,Canaã,Vila Canaa
460,400035492,Aguiar,Vila Aguiar
461,400018192,Boa Sorte,Vila Boa Sorte
528,400046401,Buena Vista II,Res. Buena Vista II
466,400045592,Goiânia Viva,Res. Goiânia Viva
467,400045911,Green Park,Res. Green Park
468,400030592,São Luiz,Vila São Luiz
469,400026292,Solange Parque I,Solange Parque I
472,400028292,Manhattan,Res. Manhattan
971,400019792,Marques de Abreu,Jd. Marques de Abreu
473,400029592,Maria Dilce,Vila Maria Dilce
474,400045939,Nossa Morada,Res. Nossa Morada
475,400046374,Santa Maria Extensão,Vila Santa Maria Extensão
494,400005792,Guanabara,Jd. Guanabara
524,400026692,Solange Parque,Chácara Solange Parque
477,400020792,Planalto,Jd. Planalto
479,400045996,Santa Rita,Santa Rita
480,400046177,Privê das Oliveiras,Cond. Prive das Oliveiras
481,400046215,Rio Jordão,Res. Rio Jordão
482,400018292,Santa Efigênia,Vila Santa Efigênia
483,400032592,Botafogo,Chácara Botafogo
484,400046178,Habitacional Madre Germana 2,Conjunto Habitacional Madre Germana 2
485,400046425,Jardins do Cerrado 9,Res. Jardins do Cerrado 9
486,400046144,Maringá,Vilag Maringa
488,400046005,Primavera,Res. Primavera
489,400003592,Califórnia,Chácara Califórnia
490,400046164,Serra Azul I,Res. Serra Azul I
491,400030292,Santa Helena,Vila Santa Helena
492,400007892,Progresso,Setor Progresso
493,400046459,Parque Mendanha,Res. Parque Mendanha
497,400008392,Caiçara,Conjunto Caicara
498,400046163,Jardim Camargo,Res. Jardim Camargo
509,400045964,Carolina Parque,Carolina Parque
506,400024392,Mariliza,Jd. Mariliza
760,400046246,,Gleba
499,400010692,Morais,Vila Morais
500,400046479,,Gleba
501,400022392,da Luz,Jd. da Luz
502,400019592,Rizzo,Vila Rizzo
503,400046024,Parque Oeste,Res. Parque Oeste
504,400046393,Solange Parque - Extensão,Solange Parque - Extensão
505,400046057,Ytapuã,Res. Ytapuã
507,400046107,Novo Mundo - Extensão,Jd. Novo Mundo – Extensão
508,400046482,Santa Fé I,Res. Santa Fe I
510,400007792,Perim,Setor Perim
516,400037392,Cidade Verde,Res. Cidade Verde
518,400046012,Portal do Sol II,Portal do Sol II
519,400046038,Santa Cecília,Jd. Santa Cecilia
520,400046125,das Laranjeiras Acréscimo,Parque das Laranjeiras Acréscimo
521,400046105,Condomínio: Privê dos Girassóis,Condomínio: Privê dos Girassóis
774,400046442,Valencia,Res. Valência
522,400037292,Felicidade,Res. Felicidade
525,400035692,Água Branca,Água Branca
527,400045934,Vista Bela,Jd. Vista Bela
775,400014392,Chácara Santa Rita Gleba,Gleba
532,400046269,Dom Rafael,Res. Dom Rafael
533,400046111,São Bernardo,Res. São Bernardo
746,400045962,Res. Della Pena,Res. Della Pena
529,400012392,Maria Luiza,Vila Maria Luiza
530,400046138,Barra da Tijuca,Setor Barra da Tijuca
531,400046135,Guanabara,Res. Guanabara
599,400046505,,Gleba
535,400046052,São Marcos,Res. São Marcos
536,400046174,Campos Dourados,Res. Campos Dourados
539,400046365,,Gleba
540,400045946,Aruanã,Res. Aruana
541,400045944,Residencial Itália,Res. Itália
542,400007092,Morada do Sol,Setor Morada do Sol
611,400046468,,Gleba
789,400036392,dos Dourados,Setor dos Dourados
543,400015092,Lucy,Vila Lucy
544,400046419,Jardins do Cerrado 2,Res. Jardins do Cerrado 2
549,400004892,Jardim Diamantina,Jardim Diamantina
550,400046395,Perim,Res. Perim
545,400005292,Gentil Meirelles,Setor Gentil Meirelles
546,400046006,Tropical Ville,Tropical Ville
547,400046141,Mansões Paraíso,Res. Mansões Paraíso
548,400045921,Canadá,Res. Canadá
551,400046398,Jardins Valência,Jd. Valência
552,400046267,Serra Azul II,Res. Serra Azul II
553,400016392,Rodoviário,Rodoviário
612,400046463,,Gleba
554,400046131,Humaita,Res. Humaita
555,400015392,Santa Rita,Chácara Santa Rita
604,400046496,,Gleba
557,400029792,Mansões Goianas,Mansões Goianas
558,400027992,União,Setor União
559,400046041,Sevilha,Res. Sevilha
560,400046202,Fonte Nova I,Jd. Fonte Nova I
561,400046071,Brisas da Mata,Res. Brisas da Mata
579,400025892,Guadalajara,Conjunto Guadalajara
580,400037592,Buriti,Parque Buriti
562,400045985,Maracanã,Parque Maracana
563,400045958,Tempo Novo,Res. Tempo Novo
564,400046014,Presidente - Extensão I,Jd. Presidente - Extensão I
565,400005392,Guanabara III,Jd. Guanabara III
566,400045915,Balneário,Res. Balneário
567,400046007,Aldeia do Vale,Res. Aldeia do Vale
568,400046193,Vale das Brisas,Res. Vale das Brisas
605,400046495,,Gleba
569,400046143,Madri Complemento,Jd. Madri Complemento
571,400019392,dos Funcionários,Setor dos Funcionários
572,400046465,Buena Vista III,Res. Buena Vista III
574,400046109,Belo Horizonte Complemento,Res. Belo Horizonte Complemento
581,400013392,Cristina,Vila Cristina
613,400046462,,Gleba
575,400023092,Santo Antônio,Jd. Santo Antônio
576,400028092,Bela,Vila Bela
577,400046277,Santa Maria,Res. Santa Maria
578,400045926,Atalaia,Vila Atalaia
583,400045968,Portal do Sol I,Portal do Sol I
584,400046075,Belo Horizonte,Res. Belo Horizonte
585,400046373,,Gleba
586,400009992,Martins,Vila Martins
587,400046423,Jardins do Cerrado 8,Res. Jardins do Cerrado 8
588,400045950,São Leopoldo,Res. São Leopoldo
590,400046454,Mundo Novo 2,Res. Mundo Novo 2
595,400027692,Novo Horizonte,Setor Novo Horizonte
598,400046394,Ville de France 1,Res. Ville de France 1
607,400046492,,Gleba
614,400035592,,Gleba
629,400046593,Gleba A,Gleba
630,400007692,,Gleba
631,400046312,Gleba A,Gleba
634,400046547,Faz São Domingos,Fazenda São Domingos
635,400046245,Clube do Japonês,Clube do Japonês
636,400046244,Clube dos Bancários,Clube dos Bancários
972,400046100,Anhangüera,Chácara Anhanguera
637,400046008,Monte Verde,Gleba
638,400046011,Clube Alphaville Flamboyant,Clube Alphaville Flamboyant
645,400046384,,Gleba
648,400046636,,Gleba
649,400046638,,Gleba
652,400046203,Barravento Complemento,Res. Mirante
653,400046615,Retiro,Gleba
640,400046227,Frigorífico Friboi,Gleba
642,400009592,Irmãs Franciscanas dos Pobres,Gleba
643,400046295,,Gleba
650,400046644,,Gleba
658,400046549,,Gleba
659,400046548,,Gleba
661,400046564,,Gleba
947,400014092,Mirabel,Jd. Mirabel
663,400046569,Estâncias Vista Alegre,Estâncias Vista Alegre
680,400045914,Barravento,Res. Barravento
664,400046563,Retiro ou Petrópolis,Faz Retiro ou Petrópolis
665,400046540,Vau das Pombas,Chácara Vau das Pombas
668,400046577,,Gleba
670,400046617,Condomínio: Residencial Irisville,Cond. Residencial Irisville
675,400046602,,Gleba
683,400046253,do Lago 2ª e 3ª Etapas,Cond. do Lago 2a e 3a Etapas
684,400046123,Jardim Helou,Res. Jardim Helou
672,400046513,,Gleba
677,400046599,,Gleba
685,400036092,Marlene,Gleba
921,400004392,Retiro,Chácara Retiro
686,400014292,Goiá Setor Veloso,Goiá Setor Veloso
687,400046059,Mooca - Complemento,Vila Mooca - Complemento
688,400028392,Presidente,Jd. Presidente
689,400028492,Anhangüera II,Parque Anhanguera II
690,400046249,,Gleba
691,400005592,Nossa Senhora da Piedade,Chácara Nossa Senhora da Piedade
692,400010092,Botafogo,Chácara Botafogo
697,400029192,Jardim Botânico,Jardim Botânico
699,400045941,Sônia Maria,Jd. Sonia Maria
700,400045893,Monte Carlo,Res. Monte Carlo
701,400045894,Tancredo Neves,Jd. Tancredo Neves
750,400046639,,Gleba
703,400046137,do Lago,Cond. do Lago
711,400036192,Itaipu,Jd. Itaipu
741,400046634,,Gleba
712,400024992,Petrópolis,Jd. Petrópolis
715,400017892,Sol Nascente,Setor Sol Nascente
749,400045969,Forteville,Res. Forteville
743,400046329,,Gleba
714,400017592,Sudoeste,Setor Sudoeste
748,400045957,Rio Verde,Res. Rio Verde
721,400018792,Centro Oeste,Setor Centro Oeste
722,400003692,Casa Grande,Vilag Casa Grande
723,400031292,,Gleba
732,400046447,Carlos de Freitas,Res. Carlos de Freitas
733,400046561,,Gleba
724,400030692,Criméia Oeste,Setor Criméia Oeste
725,400024192,Jardim Vitória,Vila Jardim Vitoria
727,400046152,Vilage Santa Rita,Chácara Vilage Santa Rita
728,400046408,,Gleba
729,400046597,,Gleba
730,400046519,Condomínino: Res.. Atibaia,Gleba
731,400046629,Empresarial,Setor Empresarial
734,400046146,Jardins Milão,Res. Jardins Milão
735,400007292,Industrial Pedro Abrão,Zona Industrial Pedro Abrão
736,400013292,Condomínio: Residencial Malibu,Condomínio: Residencial Malibu
737,400029492,Maria Dilce,Chácara Maria Dilce
738,400046234,,Gleba
739,400046236,,Gleba
747,400046571,,Gleba
751,400046009,Alphaville Flamboyant/Res. Arag,Alphaville Flamboyant/Res. Arag
752,400032992,Park Lozandes,Park Lozandes
753,400046035,Aruanã Park,Aruanã Park
754,400008092,,Gleba
758,400022192,,Gleba
1082,400046134,London Park,Res. London Park
