,cd_geocmu,data,ordem_dia,localidade,novos_obitos,MM7,variacao_per_MM7_14dias,tendencia_novos_obitos
1109,5209705,2020-05-23,19,HIDROLÂNDIA,0,0,,
1110,5210109,2020-05-23,32,IPAMERI,0,0,0,estavel
1111,5210208,2020-05-23,24,IPORÁ,0,0.14,Inf,crescente
1112,5210406,2020-05-23,4,ITABERAÍ,0,,,
1113,5211503,2020-05-23,13,ITUMBIARA,0,0,,
1114,5211909,2020-05-23,6,JATAÍ,0,,,
1115,5212105,2020-05-23,15,JOVIÂNIA,0,0,,
1116,5212501,2020-05-23,61,LUZIÂNIA,0,0.43,Inf,crescente
1117,5212808,2020-05-23,21,MARA ROSA,0,0,-100,decrescente
1118,5213806,2020-05-23,16,MORRINHOS,0,0,,
1119,5214507,2020-05-23,36,NERÓPOLIS,0,0,0,estavel
1120,5215231,2020-05-23,30,NOVO GAMA,0,0.43,Inf,crescente
1121,5215702,2020-05-23,4,PALMEIRAS DE GOIÁS,0,,,
1122,5215900,2020-05-23,22,PALMINÓPOLIS,0,0,0,estavel
1123,5216403,2020-05-23,49,PARAÚNA,0,0.14,Inf,crescente
1124,5217104,2020-05-23,20,PIRACANJUBA,0,0,,
1125,5217401,2020-05-23,48,PIRES DO RIO,0,0,0,estavel
1126,5217609,2020-05-23,27,PLANALTINA,1,0.43,200,crescente
1127,5218102,2020-05-23,9,PORTELÂNDIA,0,0,,
1128,5218391,2020-05-23,43,PROFESSOR JAMIL,0,0,-100,decrescente
1129,5218805,2020-05-23,24,RIO VERDE,0,0,0,estavel
1130,5219738,2020-05-23,19,SANTO ANTÔNIO DE GOIÁS,0,0,,
1131,5219753,2020-05-23,11,SANTO ANTÔNIO DO DESCOBERTO,0,0.29,,
1132,5220009,2020-05-23,2,SÃO JOÃO D'ALIANÇA,0,,,
1133,5220454,2020-05-23,19,SENADOR CANEDO,0,0,,
1134,5221403,2020-05-23,12,TRINDADE,0,0.14,,
1135,5221858,2020-05-23,57,VALPARAÍSO DE GOIÁS,1,0.14,Inf,crescente
1136,52,2020-05-24,62,GOIÁS,3,8.29,152.17,crescente
1137,5200258,2020-05-24,30,ÁGUAS LINDAS DE GOIÁS,1,0.43,50,crescente
1138,5201108,2020-05-24,31,ANÁPOLIS,0,0.29,Inf,crescente
1139,5201405,2020-05-24,48,APARECIDA DE GOIÂNIA,1,0.57,100,crescente
1140,5202155,2020-05-24,4,ARAGUAPAZ,0,,,
1141,5203302,2020-05-24,25,BELA VISTA DE GOIÁS,0,0,0,estavel
1142,5204003,2020-05-24,7,CABECEIRAS,0,0.14,,
1143,5204508,2020-05-24,18,CALDAS NOVAS,0,0,,
1144,5204904,2020-05-24,25,CAMPOS BELOS,0,0,0,estavel
1145,5205109,2020-05-24,2,CATALÃO,0,,,
1146,5205497,2020-05-24,11,CIDADE OCIDENTAL,0,0.14,,
1147,5205901,2020-05-24,39,CORUMBAÍBA,0,0,0,estavel
1148,5206206,2020-05-24,21,CRISTALINA,0,0,-100,decrescente
1149,5208004,2020-05-24,4,FORMOSA,0,,,
1150,5208509,2020-05-24,53,GOIANDIRA,0,0,0,estavel
1151,5208608,2020-05-24,55,GOIANÉSIA,0,0,0,estavel
1152,5208707,2020-05-24,54,GOIÂNIA,0,3,200,crescente
1153,5208806,2020-05-24,5,GOIANIRA,0,,,
1154,5209101,2020-05-24,17,GOIATUBA,0,0.14,,
1155,5209705,2020-05-24,20,HIDROLÂNDIA,0,0,,
1156,5210109,2020-05-24,33,IPAMERI,0,0,0,estavel
1157,5210208,2020-05-24,25,IPORÁ,0,0.14,Inf,crescente
1158,5210406,2020-05-24,5,ITABERAÍ,0,,,
1159,5211503,2020-05-24,14,ITUMBIARA,0,0,,
1160,5211909,2020-05-24,7,JATAÍ,0,0.14,,
1161,5212105,2020-05-24,16,JOVIÂNIA,0,0,,
1162,5212501,2020-05-24,62,LUZIÂNIA,0,0.43,Inf,crescente
1163,5212808,2020-05-24,22,MARA ROSA,0,0,0,estavel
1164,5213806,2020-05-24,17,MORRINHOS,0,0,,
1165,5214507,2020-05-24,37,NERÓPOLIS,0,0,0,estavel
1166,5215231,2020-05-24,31,NOVO GAMA,1,0.57,Inf,crescente
1167,5215702,2020-05-24,5,PALMEIRAS DE GOIÁS,0,,,
1168,5215900,2020-05-24,23,PALMINÓPOLIS,0,0,0,estavel
1169,5216403,2020-05-24,50,PARAÚNA,0,0.14,Inf,crescente
1170,5217104,2020-05-24,21,PIRACANJUBA,0,0,-100,decrescente
1171,5217401,2020-05-24,49,PIRES DO RIO,0,0,0,estavel
1172,5217609,2020-05-24,28,PLANALTINA,0,0.43,200,crescente
1173,5218102,2020-05-24,10,PORTELÂNDIA,0,0,,
1174,5218391,2020-05-24,44,PROFESSOR JAMIL,0,0,-100,decrescente
1175,5218805,2020-05-24,25,RIO VERDE,0,0,0,estavel
1176,5219738,2020-05-24,20,SANTO ANTÔNIO DE GOIÁS,0,0,,
1177,5219753,2020-05-24,12,SANTO ANTÔNIO DO DESCOBERTO,0,0.29,,
1178,5220009,2020-05-24,3,SÃO JOÃO D'ALIANÇA,0,,,
1179,5220454,2020-05-24,20,SENADOR CANEDO,0,0,,
1180,5221403,2020-05-24,13,TRINDADE,0,0.14,,
1181,5221858,2020-05-24,58,VALPARAÍSO DE GOIÁS,0,0.14,Inf,crescente
1182,52,2020-05-25,63,GOIÁS,7,7.14,108.33,crescente
1183,5200258,2020-05-25,31,ÁGUAS LINDAS DE GOIÁS,0,0.43,50,crescente
1184,5201108,2020-05-25,32,ANÁPOLIS,0,0.29,Inf,crescente
1185,5201405,2020-05-25,49,APARECIDA DE GOIÂNIA,0,0.43,50,crescente
1186,5202155,2020-05-25,5,ARAGUAPAZ,0,,,
1187,5203302,2020-05-25,26,BELA VISTA DE GOIÁS,0,0,0,estavel
1188,5204003,2020-05-25,8,CABECEIRAS,0,0,,
1189,5204508,2020-05-25,19,CALDAS NOVAS,0,0,,
1190,5204904,2020-05-25,26,CAMPOS BELOS,0,0,0,estavel
1191,5205109,2020-05-25,3,CATALÃO,0,,,
1192,5205497,2020-05-25,12,CIDADE OCIDENTAL,0,0,,
1193,5205901,2020-05-25,40,CORUMBAÍBA,0,0,0,estavel
1194,5206206,2020-05-25,22,CRISTALINA,0,0,0,estavel
1195,5208004,2020-05-25,5,FORMOSA,0,,,
1196,5208509,2020-05-25,54,GOIANDIRA,0,0,0,estavel
1197,5208608,2020-05-25,56,GOIANÉSIA,0,0,0,estavel
1198,5208707,2020-05-25,55,GOIÂNIA,4,2.71,72.73,crescente
1199,5208806,2020-05-25,6,GOIANIRA,0,,,
1200,5209101,2020-05-25,18,GOIATUBA,0,0.14,,
1201,5209705,2020-05-25,21,HIDROLÂNDIA,0,0,-100,decrescente
1202,5210109,2020-05-25,34,IPAMERI,0,0,0,estavel
1203,5210208,2020-05-25,26,IPORÁ,0,0,0,estavel
1204,5210406,2020-05-25,6,ITABERAÍ,0,,,
1205,5211503,2020-05-25,15,ITUMBIARA,0,0,,
1206,5211909,2020-05-25,8,JATAÍ,0,0,,
1207,5212105,2020-05-25,17,JOVIÂNIA,0,0,,
1208,5212501,2020-05-25,63,LUZIÂNIA,1,0.57,Inf,crescente
1209,5212808,2020-05-25,23,MARA ROSA,0,0,0,estavel
1210,5213004,2020-05-25,1,MAURILÂNDIA,1,,,
1211,5213806,2020-05-25,18,MORRINHOS,0,0,,
1212,5214507,2020-05-25,38,NERÓPOLIS,0,0,0,estavel
1213,5215231,2020-05-25,32,NOVO GAMA,0,0.43,Inf,crescente
1214,5215702,2020-05-25,6,PALMEIRAS DE GOIÁS,0,,,
1215,5215900,2020-05-25,24,PALMINÓPOLIS,0,0,0,estavel
1216,5216403,2020-05-25,51,PARAÚNA,0,0,0,estavel
1217,5217104,2020-05-25,22,PIRACANJUBA,0,0,0,estavel
1218,5217401,2020-05-25,50,PIRES DO RIO,0,0,0,estavel
1219,5217609,2020-05-25,29,PLANALTINA,0,0.14,Inf,crescente
1220,5218102,2020-05-25,11,PORTELÂNDIA,0,0,,
1221,5218391,2020-05-25,45,PROFESSOR JAMIL,0,0,0,estavel
1222,5218805,2020-05-25,26,RIO VERDE,0,0,0,estavel
1223,5219738,2020-05-25,21,SANTO ANTÔNIO DE GOIÁS,0,0,-100,decrescente
1224,5219753,2020-05-25,13,SANTO ANTÔNIO DO DESCOBERTO,0,0.29,,
1225,5220009,2020-05-25,4,SÃO JOÃO D'ALIANÇA,0,,,
1226,5220405,2020-05-25,1,SÃO SIMÃO,1,,,
1227,5220454,2020-05-25,21,SENADOR CANEDO,0,0,-100,decrescente
1228,5221403,2020-05-25,14,TRINDADE,0,0.14,,
1229,5221858,2020-05-25,59,VALPARAÍSO DE GOIÁS,0,0.14,Inf,crescente
1230,52,2020-05-26,64,GOIÁS,7,7.29,112.5,crescente
1231,5200258,2020-05-26,32,ÁGUAS LINDAS DE GOIÁS,1,0.57,300,crescente
1232,5201108,2020-05-26,33,ANÁPOLIS,1,0.43,Inf,crescente
1233,5201405,2020-05-26,50,APARECIDA DE GOIÂNIA,0,0.43,-25,decrescente
1234,5202155,2020-05-26,6,ARAGUAPAZ,0,,,
1235,5203302,2020-05-26,27,BELA VISTA DE GOIÁS,0,0,-100,decrescente
1236,5204003,2020-05-26,9,CABECEIRAS,0,0,,
1237,5204508,2020-05-26,20,CALDAS NOVAS,0,0,,
1238,5204904,2020-05-26,27,CAMPOS BELOS,0,0,0,estavel
1239,5205109,2020-05-26,4,CATALÃO,0,,,
1240,5205497,2020-05-26,13,CIDADE OCIDENTAL,0,0,,
1241,5205901,2020-05-26,41,CORUMBAÍBA,0,0,0,estavel
1242,5206206,2020-05-26,23,CRISTALINA,0,0,0,estavel
1243,5208004,2020-05-26,6,FORMOSA,0,,,
1244,5208509,2020-05-26,55,GOIANDIRA,0,0,0,estavel
1245,5208608,2020-05-26,57,GOIANÉSIA,0,0,0,estavel
1246,5208707,2020-05-26,56,GOIÂNIA,3,2.71,72.73,crescente
1247,5208806,2020-05-26,7,GOIANIRA,0,0.14,,
1248,5209101,2020-05-26,19,GOIATUBA,0,0.14,,
1249,5209705,2020-05-26,22,HIDROLÂNDIA,0,0,0,estavel
1250,5210109,2020-05-26,35,IPAMERI,0,0,0,estavel
1251,5210208,2020-05-26,27,IPORÁ,0,0,0,estavel
1252,5210406,2020-05-26,7,ITABERAÍ,0,0.14,,
1253,5211503,2020-05-26,16,ITUMBIARA,0,0,,
1254,5211909,2020-05-26,9,JATAÍ,0,0,,
1255,5212105,2020-05-26,18,JOVIÂNIA,0,0,,
1256,5212501,2020-05-26,64,LUZIÂNIA,0,0.43,Inf,crescente
1257,5212808,2020-05-26,24,MARA ROSA,0,0,0,estavel
1258,5213004,2020-05-26,2,MAURILÂNDIA,0,,,
1259,5213806,2020-05-26,19,MORRINHOS,0,0,,
1260,5214507,2020-05-26,39,NERÓPOLIS,0,0,0,estavel
1261,5215231,2020-05-26,33,NOVO GAMA,0,0.29,Inf,crescente
1262,5215702,2020-05-26,7,PALMEIRAS DE GOIÁS,0,0.14,,
1263,5215900,2020-05-26,25,PALMINÓPOLIS,0,0,0,estavel
1264,5216403,2020-05-26,52,PARAÚNA,0,0,0,estavel
1265,5217104,2020-05-26,23,PIRACANJUBA,0,0,0,estavel
1266,5217401,2020-05-26,51,PIRES DO RIO,0,0,0,estavel
1267,5217609,2020-05-26,30,PLANALTINA,1,0.29,Inf,crescente
1268,5218102,2020-05-26,12,PORTELÂNDIA,0,0,,
1269,5218391,2020-05-26,46,PROFESSOR JAMIL,0,0,0,estavel
1270,5218805,2020-05-26,27,RIO VERDE,0,0,0,estavel
1271,5219738,2020-05-26,22,SANTO ANTÔNIO DE GOIÁS,0,0,0,estavel
1272,5219753,2020-05-26,14,SANTO ANTÔNIO DO DESCOBERTO,0,0.14,,
1273,5220009,2020-05-26,5,SÃO JOÃO D'ALIANÇA,0,,,
1274,5220405,2020-05-26,2,SÃO SIMÃO,0,,,
1275,5220454,2020-05-26,22,SENADOR CANEDO,0,0,-100,decrescente
1276,5221403,2020-05-26,15,TRINDADE,0,0.14,,
1277,5221858,2020-05-26,60,VALPARAÍSO DE GOIÁS,1,0.29,Inf,crescente
1278,52,2020-05-27,65,GOIÁS,9,7.29,64.52,crescente
1279,5200258,2020-05-27,33,ÁGUAS LINDAS DE GOIÁS,0,0.57,300,crescente
1280,5201108,2020-05-27,34,ANÁPOLIS,0,0.43,Inf,crescente
1281,5201405,2020-05-27,51,APARECIDA DE GOIÂNIA,0,0.29,-66.67,decrescente
1282,5202155,2020-05-27,7,ARAGUAPAZ,0,0.14,,
1283,5203302,2020-05-27,28,BELA VISTA DE GOIÁS,0,0,-100,decrescente
1284,5204003,2020-05-27,10,CABECEIRAS,0,0,,
1285,5204508,2020-05-27,21,CALDAS NOVAS,1,0.14,0,estavel
1286,5204904,2020-05-27,28,CAMPOS BELOS,0,0,0,estavel
1287,5205109,2020-05-27,5,CATALÃO,0,,,
1288,5205497,2020-05-27,14,CIDADE OCIDENTAL,0,0,,
1289,5205901,2020-05-27,42,CORUMBAÍBA,0,0,0,estavel
1290,5206206,2020-05-27,24,CRISTALINA,0,0,0,estavel
1291,5208004,2020-05-27,7,FORMOSA,0,0.29,,
1292,5208509,2020-05-27,56,GOIANDIRA,0,0,0,estavel
1293,5208608,2020-05-27,58,GOIANÉSIA,0,0,0,estavel
1294,5208707,2020-05-27,57,GOIÂNIA,6,3.14,69.23,crescente
1295,5208806,2020-05-27,8,GOIANIRA,0,0,,
1296,5209101,2020-05-27,20,GOIATUBA,0,0,,
1297,5209705,2020-05-27,23,HIDROLÂNDIA,0,0,0,estavel
1298,5210109,2020-05-27,36,IPAMERI,0,0,0,estavel
1299,5210208,2020-05-27,28,IPORÁ,0,0,0,estavel
1300,5210406,2020-05-27,8,ITABERAÍ,0,0,,
1301,5211503,2020-05-27,17,ITUMBIARA,0,0,,
1302,5211909,2020-05-27,10,JATAÍ,1,0.14,,
1303,5212105,2020-05-27,19,JOVIÂNIA,0,0,,
1304,5212501,2020-05-27,65,LUZIÂNIA,0,0.43,Inf,crescente
1305,5212808,2020-05-27,25,MARA ROSA,0,0,0,estavel
1306,5213004,2020-05-27,3,MAURILÂNDIA,0,,,
1307,5213806,2020-05-27,20,MORRINHOS,0,0,,
1308,5214507,2020-05-27,40,NERÓPOLIS,0,0,0,estavel
1309,5215231,2020-05-27,34,NOVO GAMA,1,0.29,Inf,crescente
1310,5215702,2020-05-27,8,PALMEIRAS DE GOIÁS,0,0,,
1311,5215900,2020-05-27,26,PALMINÓPOLIS,0,0,0,estavel
1312,5216403,2020-05-27,53,PARAÚNA,0,0,0,estavel
1313,5217104,2020-05-27,24,PIRACANJUBA,0,0,0,estavel
1314,5217401,2020-05-27,52,PIRES DO RIO,0,0,0,estavel
1315,5217609,2020-05-27,31,PLANALTINA,0,0.29,Inf,crescente
1316,5218102,2020-05-27,13,PORTELÂNDIA,0,0,,
1317,5218391,2020-05-27,47,PROFESSOR JAMIL,0,0,0,estavel
1318,5218805,2020-05-27,28,RIO VERDE,0,0,0,estavel
1319,5219738,2020-05-27,23,SANTO ANTÔNIO DE GOIÁS,0,0,0,estavel
1320,5219753,2020-05-27,15,SANTO ANTÔNIO DO DESCOBERTO,0,0.14,,
1321,5220009,2020-05-27,6,SÃO JOÃO D'ALIANÇA,0,,,
1322,5220405,2020-05-27,3,SÃO SIMÃO,0,,,
1323,5220454,2020-05-27,23,SENADOR CANEDO,0,0,-100,decrescente
1324,5221403,2020-05-27,16,TRINDADE,0,0.14,,
1325,5221858,2020-05-27,61,VALPARAÍSO DE GOIÁS,0,0.29,Inf,crescente
1326,52,2020-05-28,66,GOIÁS,15,8,64.71,crescente
1327,5200258,2020-05-28,34,ÁGUAS LINDAS DE GOIÁS,0,0.29,100,crescente
1328,5201108,2020-05-28,35,ANÁPOLIS,1,0.29,Inf,crescente
1329,5201405,2020-05-28,52,APARECIDA DE GOIÂNIA,2,0.43,-57.14,decrescente
1330,5202155,2020-05-28,8,ARAGUAPAZ,0,0,,
1331,5203302,2020-05-28,29,BELA VISTA DE GOIÁS,0,0,-100,decrescente
1332,5204003,2020-05-28,11,CABECEIRAS,0,0,,
1333,5204508,2020-05-28,22,CALDAS NOVAS,0,0.14,Inf,crescente
1334,5204904,2020-05-28,29,CAMPOS BELOS,0,0,0,estavel
1335,5205109,2020-05-28,6,CATALÃO,0,,,
1336,5205497,2020-05-28,15,CIDADE OCIDENTAL,0,0,,
1337,5205901,2020-05-28,43,CORUMBAÍBA,0,0,0,estavel
1338,5206206,2020-05-28,25,CRISTALINA,0,0,0,estavel
1339,5208004,2020-05-28,8,FORMOSA,0,0.14,,
1340,5208509,2020-05-28,57,GOIANDIRA,0,0,0,estavel
1341,5208608,2020-05-28,59,GOIANÉSIA,0,0,0,estavel
1342,5208707,2020-05-28,58,GOIÂNIA,5,3.71,116.67,crescente
1343,5208806,2020-05-28,9,GOIANIRA,0,0,,
1344,5209101,2020-05-28,21,GOIATUBA,1,0.14,0,estavel
1345,5209705,2020-05-28,24,HIDROLÂNDIA,0,0,0,estavel
1346,5210109,2020-05-28,37,IPAMERI,0,0,0,estavel
1347,5210208,2020-05-28,29,IPORÁ,0,0,0,estavel
1348,5210406,2020-05-28,9,ITABERAÍ,0,0,,
1349,5211503,2020-05-28,18,ITUMBIARA,0,0,,
1350,5211909,2020-05-28,11,JATAÍ,0,0.14,,
1351,5212105,2020-05-28,20,JOVIÂNIA,0,0,,
1352,5212501,2020-05-28,66,LUZIÂNIA,1,0.43,Inf,crescente
1353,5212808,2020-05-28,26,MARA ROSA,0,0,0,estavel
1354,5213004,2020-05-28,4,MAURILÂNDIA,0,,,
1355,5213806,2020-05-28,21,MORRINHOS,0,0,-100,decrescente
1356,5214507,2020-05-28,41,NERÓPOLIS,0,0,0,estavel
1357,5215231,2020-05-28,35,NOVO GAMA,2,0.57,300,crescente
1358,5215702,2020-05-28,9,PALMEIRAS DE GOIÁS,0,0,,
1359,5215900,2020-05-28,27,PALMINÓPOLIS,0,0,0,estavel
1360,5216403,2020-05-28,54,PARAÚNA,0,0,0,estavel
1361,5217104,2020-05-28,25,PIRACANJUBA,0,0,0,estavel
1362,5217401,2020-05-28,53,PIRES DO RIO,0,0,0,estavel
1363,5217609,2020-05-28,32,PLANALTINA,0,0.29,Inf,crescente
1364,5218003,2020-05-28,1,PORANGATU,1,,,
1365,5218102,2020-05-28,14,PORTELÂNDIA,0,0,,
1366,5218391,2020-05-28,48,PROFESSOR JAMIL,0,0,0,estavel
1367,5218805,2020-05-28,29,RIO VERDE,2,0.29,100,crescente
1368,5219738,2020-05-28,24,SANTO ANTÔNIO DE GOIÁS,0,0,0,estavel
1369,5219753,2020-05-28,16,SANTO ANTÔNIO DO DESCOBERTO,0,0,,
1370,5220009,2020-05-28,7,SÃO JOÃO D'ALIANÇA,0,0.14,,
1371,5220405,2020-05-28,4,SÃO SIMÃO,0,,,
1372,5220454,2020-05-28,24,SENADOR CANEDO,0,0,-100,decrescente
1373,5221403,2020-05-28,17,TRINDADE,0,0.14,,
1374,5221858,2020-05-28,62,VALPARAÍSO DE GOIÁS,0,0.29,Inf,crescente
1375,52,2020-05-29,67,GOIÁS,12,8.29,70.59,crescente
1376,5200258,2020-05-29,35,ÁGUAS LINDAS DE GOIÁS,1,0.43,200,crescente
1377,5201108,2020-05-29,36,ANÁPOLIS,0,0.29,Inf,crescente
1378,5201405,2020-05-29,53,APARECIDA DE GOIÂNIA,0,0.43,-57.14,decrescente
1379,5202155,2020-05-29,9,ARAGUAPAZ,0,0,,
1380,5203302,2020-05-29,30,BELA VISTA DE GOIÁS,0,0,-100,decrescente
1381,5204003,2020-05-29,12,CABECEIRAS,0,0,,
1382,5204508,2020-05-29,23,CALDAS NOVAS,0,0.14,Inf,crescente
1383,5204904,2020-05-29,30,CAMPOS BELOS,0,0,0,estavel
1384,5205109,2020-05-29,7,CATALÃO,0,0.14,,
1385,5205497,2020-05-29,16,CIDADE OCIDENTAL,1,0.14,,
1386,5205901,2020-05-29,44,CORUMBAÍBA,0,0,0,estavel
1387,5206206,2020-05-29,26,CRISTALINA,0,0,0,estavel
1388,5208004,2020-05-29,9,FORMOSA,0,0,,
1389,5208509,2020-05-29,58,GOIANDIRA,0,0,0,estavel
1390,5208608,2020-05-29,60,GOIANÉSIA,0,0,0,estavel
1391,5208707,2020-05-29,59,GOIÂNIA,5,3.57,92.31,crescente
1392,5208806,2020-05-29,10,GOIANIRA,0,0,,
1393,5209101,2020-05-29,22,GOIATUBA,0,0.14,Inf,crescente
1394,5209705,2020-05-29,25,HIDROLÂNDIA,0,0,0,estavel
1395,5210109,2020-05-29,38,IPAMERI,0,0,0,estavel
1396,5210208,2020-05-29,30,IPORÁ,0,0,0,estavel
1397,5210406,2020-05-29,10,ITABERAÍ,0,0,,
1398,5211503,2020-05-29,19,ITUMBIARA,0,0,,
1399,5211909,2020-05-29,12,JATAÍ,0,0.14,,
1400,5212105,2020-05-29,21,JOVIÂNIA,0,0,-100,decrescente
1401,5212501,2020-05-29,67,LUZIÂNIA,1,0.43,Inf,crescente
1402,5212808,2020-05-29,27,MARA ROSA,0,0,0,estavel
1403,5213004,2020-05-29,5,MAURILÂNDIA,0,,,
1404,5213806,2020-05-29,22,MORRINHOS,0,0,0,estavel
1405,5214507,2020-05-29,42,NERÓPOLIS,0,0,0,estavel
1406,5215231,2020-05-29,36,NOVO GAMA,0,0.57,100,crescente
1407,5215702,2020-05-29,10,PALMEIRAS DE GOIÁS,0,0,,
1408,5215900,2020-05-29,28,PALMINÓPOLIS,0,0,0,estavel
1409,5216403,2020-05-29,55,PARAÚNA,0,0,0,estavel
1410,5217104,2020-05-29,26,PIRACANJUBA,0,0,0,estavel
1411,5217401,2020-05-29,54,PIRES DO RIO,0,0,0,estavel
1412,5217609,2020-05-29,33,PLANALTINA,1,0.43,Inf,crescente
1413,5218003,2020-05-29,2,PORANGATU,0,,,
1414,5218102,2020-05-29,15,PORTELÂNDIA,0,0,,
1415,5218391,2020-05-29,49,PROFESSOR JAMIL,0,0,0,estavel
1416,5218805,2020-05-29,30,RIO VERDE,0,0.29,100,crescente
1417,5219738,2020-05-29,25,SANTO ANTÔNIO DE GOIÁS,0,0,0,estavel
1418,5219753,2020-05-29,17,SANTO ANTÔNIO DO DESCOBERTO,0,0,,
1419,5220009,2020-05-29,8,SÃO JOÃO D'ALIANÇA,0,0,,
1420,5220405,2020-05-29,5,SÃO SIMÃO,0,,,
1421,5220454,2020-05-29,25,SENADOR CANEDO,0,0,-100,decrescente
1422,5221403,2020-05-29,18,TRINDADE,0,0,,
1423,5221601,2020-05-29,1,URUAÇU,1,,,
1424,5221858,2020-05-29,63,VALPARAÍSO DE GOIÁS,2,0.57,Inf,crescente
1425,52,2020-05-30,68,GOIÁS,4,8.14,62.86,crescente
1426,5200258,2020-05-30,36,ÁGUAS LINDAS DE GOIÁS,0,0.43,50,crescente
1427,5201108,2020-05-30,37,ANÁPOLIS,0,0.29,Inf,crescente
1428,5201405,2020-05-30,54,APARECIDA DE GOIÂNIA,1,0.57,-42.86,decrescente
1429,5202155,2020-05-30,10,ARAGUAPAZ,0,0,,
1430,5203302,2020-05-30,31,BELA VISTA DE GOIÁS,0,0,-100,decrescente
1431,5204003,2020-05-30,13,CABECEIRAS,0,0,,
1432,5204508,2020-05-30,24,CALDAS NOVAS,0,0.14,Inf,crescente
1433,5204904,2020-05-30,31,CAMPOS BELOS,0,0,0,estavel
1434,5205109,2020-05-30,8,CATALÃO,0,0,,
1435,5205497,2020-05-30,17,CIDADE OCIDENTAL,0,0.14,,
1436,5205901,2020-05-30,45,CORUMBAÍBA,0,0,0,estavel
1437,5206206,2020-05-30,27,CRISTALINA,0,0,0,estavel
1438,5208004,2020-05-30,10,FORMOSA,0,0,,
1439,5208509,2020-05-30,59,GOIANDIRA,0,0,0,estavel
1440,5208608,2020-05-30,61,GOIANÉSIA,0,0,0,estavel
1441,5208707,2020-05-30,60,GOIÂNIA,0,3.29,64.29,crescente
1442,5208806,2020-05-30,11,GOIANIRA,0,0,,
1443,5209101,2020-05-30,23,GOIATUBA,0,0.14,Inf,crescente
1444,5209705,2020-05-30,26,HIDROLÂNDIA,0,0,0,estavel
1445,5210109,2020-05-30,39,IPAMERI,0,0,0,estavel
1446,5210208,2020-05-30,31,IPORÁ,0,0,0,estavel
1447,5210406,2020-05-30,11,ITABERAÍ,0,0,,
1448,5211503,2020-05-30,20,ITUMBIARA,0,0,,
1449,5211800,2020-05-30,1,JARAGUÁ,1,,,
1450,5211909,2020-05-30,13,JATAÍ,0,0.14,,
1451,5212105,2020-05-30,22,JOVIÂNIA,0,0,0,estavel
1452,5212501,2020-05-30,68,LUZIÂNIA,0,0.43,Inf,crescente
1453,5212808,2020-05-30,28,MARA ROSA,0,0,0,estavel
1454,5213004,2020-05-30,6,MAURILÂNDIA,0,,,
1455,5213806,2020-05-30,23,MORRINHOS,0,0,0,estavel
1456,5214507,2020-05-30,43,NERÓPOLIS,0,0,0,estavel
1457,5215231,2020-05-30,37,NOVO GAMA,0,0.57,100,crescente
1458,5215702,2020-05-30,11,PALMEIRAS DE GOIÁS,0,0,,
1459,5215900,2020-05-30,29,PALMINÓPOLIS,0,0,0,estavel
1460,5216403,2020-05-30,56,PARAÚNA,0,0,0,estavel
1461,5217104,2020-05-30,27,PIRACANJUBA,0,0,0,estavel
1462,5217401,2020-05-30,55,PIRES DO RIO,0,0,0,estavel
1463,5217609,2020-05-30,34,PLANALTINA,0,0.29,Inf,crescente
1464,5218003,2020-05-30,3,PORANGATU,0,,,
1465,5218102,2020-05-30,16,PORTELÂNDIA,0,0,,
1466,5218391,2020-05-30,50,PROFESSOR JAMIL,0,0,0,estavel
1467,5218805,2020-05-30,31,RIO VERDE,0,0.29,100,crescente
1468,5218904,2020-05-30,1,RUBIATABA,1,,,
1469,5219738,2020-05-30,26,SANTO ANTÔNIO DE GOIÁS,0,0,0,estavel
1470,5219753,2020-05-30,18,SANTO ANTÔNIO DO DESCOBERTO,0,0,,
1471,5220009,2020-05-30,9,SÃO JOÃO D'ALIANÇA,0,0,,
1472,5220405,2020-05-30,6,SÃO SIMÃO,0,,,
1473,5220454,2020-05-30,26,SENADOR CANEDO,0,0,-100,decrescente
1474,5221403,2020-05-30,19,TRINDADE,0,0,,
1475,5221601,2020-05-30,2,URUAÇU,0,,,
1476,5221858,2020-05-30,64,VALPARAÍSO DE GOIÁS,1,0.57,Inf,crescente
1477,52,2020-05-31,69,GOIÁS,7,8.71,79.41,crescente
1478,5200258,2020-05-31,37,ÁGUAS LINDAS DE GOIÁS,0,0.29,0,estavel
1479,5201108,2020-05-31,38,ANÁPOLIS,0,0.29,Inf,crescente
1480,5201405,2020-05-31,55,APARECIDA DE GOIÂNIA,3,0.86,-14.29,estavel
1481,5201801,2020-05-31,1,ARAGOIÂNIA,1,,,
1482,5202155,2020-05-31,11,ARAGUAPAZ,0,0,,
1483,5203302,2020-05-31,32,BELA VISTA DE GOIÁS,0,0,-100,decrescente
1484,5204003,2020-05-31,14,CABECEIRAS,0,0,,
1485,5204508,2020-05-31,25,CALDAS NOVAS,0,0.14,Inf,crescente
1486,5204904,2020-05-31,32,CAMPOS BELOS,0,0,0,estavel
1487,5205109,2020-05-31,9,CATALÃO,0,0,,
1488,5205497,2020-05-31,18,CIDADE OCIDENTAL,0,0.14,,
1489,5205901,2020-05-31,46,CORUMBAÍBA,0,0,0,estavel
1490,5206206,2020-05-31,28,CRISTALINA,0,0,0,estavel
1491,5208004,2020-05-31,11,FORMOSA,0,0,,
1492,5208509,2020-05-31,60,GOIANDIRA,0,0,0,estavel
