,cd_geocmu,data,ordem_dia,localidade,novos_obitos,MM7,variacao_per_MM7_14dias,tendencia_novos_obitos
1,52,2020-03-24,1,GOIÁS,1,,,
2,5212501,2020-03-24,1,LUZIÂNIA,1,,,
3,52,2020-03-25,2,GOIÁS,0,,,
4,5212501,2020-03-25,2,LUZIÂNIA,0,,,
5,52,2020-03-26,3,GOIÁS,0,,,
6,5212501,2020-03-26,3,LUZIÂNIA,0,,,
7,52,2020-03-27,4,GOIÁS,0,,,
8,5212501,2020-03-27,4,LUZIÂNIA,0,,,
9,52,2020-03-28,5,GOIÁS,1,,,
10,5212501,2020-03-28,5,LUZIÂNIA,0,,,
11,5221858,2020-03-28,1,VALPARAÍSO DE GOIÁS,1,,,
12,52,2020-03-29,6,GOIÁS,0,,,
13,5212501,2020-03-29,6,LUZIÂNIA,0,,,
14,5221858,2020-03-29,2,VALPARAÍSO DE GOIÁS,0,,,
15,52,2020-03-30,7,GOIÁS,0,0.29,,
16,5212501,2020-03-30,7,LUZIÂNIA,0,0.14,,
17,5221858,2020-03-30,3,VALPARAÍSO DE GOIÁS,0,,,
18,52,2020-03-31,8,GOIÁS,1,0.29,,
19,5208608,2020-03-31,1,GOIANÉSIA,1,,,
20,5212501,2020-03-31,8,LUZIÂNIA,0,0,,
21,5221858,2020-03-31,4,VALPARAÍSO DE GOIÁS,0,,,
22,52,2020-04-01,9,GOIÁS,1,0.43,,
23,5208608,2020-04-01,2,GOIANÉSIA,0,,,
24,5208707,2020-04-01,1,GOIÂNIA,1,,,
25,5212501,2020-04-01,9,LUZIÂNIA,0,0,,
26,5221858,2020-04-01,5,VALPARAÍSO DE GOIÁS,0,,,
27,52,2020-04-02,10,GOIÁS,1,0.57,,
28,5208509,2020-04-02,1,GOIANDIRA,1,,,
29,5208608,2020-04-02,3,GOIANÉSIA,0,,,
30,5208707,2020-04-02,2,GOIÂNIA,0,,,
31,5212501,2020-04-02,10,LUZIÂNIA,0,0,,
32,5221858,2020-04-02,6,VALPARAÍSO DE GOIÁS,0,,,
33,52,2020-04-03,11,GOIÁS,1,0.71,,
34,5208509,2020-04-03,2,GOIANDIRA,0,,,
35,5208608,2020-04-03,4,GOIANÉSIA,0,,,
36,5208707,2020-04-03,3,GOIÂNIA,1,,,
37,5212501,2020-04-03,11,LUZIÂNIA,0,0,,
38,5221858,2020-04-03,7,VALPARAÍSO DE GOIÁS,0,0.14,,
39,52,2020-04-04,12,GOIÁS,2,0.86,,
40,5208509,2020-04-04,3,GOIANDIRA,0,,,
41,5208608,2020-04-04,5,GOIANÉSIA,0,,,
42,5208707,2020-04-04,4,GOIÂNIA,2,,,
43,5212501,2020-04-04,12,LUZIÂNIA,0,0,,
44,5221858,2020-04-04,8,VALPARAÍSO DE GOIÁS,0,0,,
45,52,2020-04-05,13,GOIÁS,3,1.29,,
46,5208509,2020-04-05,4,GOIANDIRA,0,,,
47,5208608,2020-04-05,6,GOIANÉSIA,0,,,
48,5208707,2020-04-05,5,GOIÂNIA,2,,,
49,5212501,2020-04-05,13,LUZIÂNIA,0,0,,
50,5216403,2020-04-05,1,PARAÚNA,1,,,
51,5221858,2020-04-05,9,VALPARAÍSO DE GOIÁS,0,0,,
52,52,2020-04-06,14,GOIÁS,1,1.43,,
53,5208509,2020-04-06,5,GOIANDIRA,0,,,
54,5208608,2020-04-06,7,GOIANÉSIA,0,0.14,,
55,5208707,2020-04-06,6,GOIÂNIA,0,,,
56,5212501,2020-04-06,14,LUZIÂNIA,0,0,,
57,5216403,2020-04-06,2,PARAÚNA,0,,,
58,5217401,2020-04-06,1,PIRES DO RIO,1,,,
59,5221858,2020-04-06,10,VALPARAÍSO DE GOIÁS,0,0,,
60,52,2020-04-07,15,GOIÁS,2,1.57,,
61,5201405,2020-04-07,1,APARECIDA DE GOIÂNIA,1,,,
62,5208509,2020-04-07,6,GOIANDIRA,0,,,
63,5208608,2020-04-07,8,GOIANÉSIA,1,0.14,,
64,5208707,2020-04-07,7,GOIÂNIA,0,0.86,,
65,5212501,2020-04-07,15,LUZIÂNIA,0,0,,
66,5216403,2020-04-07,3,PARAÚNA,0,,,
67,5217401,2020-04-07,2,PIRES DO RIO,0,,,
68,5221858,2020-04-07,11,VALPARAÍSO DE GOIÁS,0,0,,
69,52,2020-04-08,16,GOIÁS,1,1.57,,
70,5201405,2020-04-08,2,APARECIDA DE GOIÂNIA,1,,,
71,5208509,2020-04-08,7,GOIANDIRA,0,0.14,,
72,5208608,2020-04-08,9,GOIANÉSIA,0,0.14,,
73,5208707,2020-04-08,8,GOIÂNIA,0,0.71,,
74,5212501,2020-04-08,16,LUZIÂNIA,0,0,,
75,5216403,2020-04-08,4,PARAÚNA,0,,,
76,5217401,2020-04-08,3,PIRES DO RIO,0,,,
77,5221858,2020-04-08,12,VALPARAÍSO DE GOIÁS,0,0,,
78,52,2020-04-09,17,GOIÁS,0,1.43,,
79,5201405,2020-04-09,3,APARECIDA DE GOIÂNIA,0,,,
80,5208509,2020-04-09,8,GOIANDIRA,0,0,,
81,5208608,2020-04-09,10,GOIANÉSIA,0,0.14,,
82,5208707,2020-04-09,9,GOIÂNIA,0,0.71,,
83,5212501,2020-04-09,17,LUZIÂNIA,0,0,,
84,5216403,2020-04-09,5,PARAÚNA,0,,,
85,5217401,2020-04-09,4,PIRES DO RIO,0,,,
86,5221858,2020-04-09,13,VALPARAÍSO DE GOIÁS,0,0,,
87,52,2020-04-10,18,GOIÁS,1,1.43,,
88,5201405,2020-04-10,4,APARECIDA DE GOIÂNIA,0,,,
89,5208509,2020-04-10,9,GOIANDIRA,0,0,,
90,5208608,2020-04-10,11,GOIANÉSIA,0,0.14,,
91,5208707,2020-04-10,10,GOIÂNIA,1,0.71,,
92,5212501,2020-04-10,18,LUZIÂNIA,0,0,,
93,5216403,2020-04-10,6,PARAÚNA,0,,,
94,5217401,2020-04-10,5,PIRES DO RIO,0,,,
95,5221858,2020-04-10,14,VALPARAÍSO DE GOIÁS,0,0,,
96,52,2020-04-11,19,GOIÁS,1,1.29,,
97,5201405,2020-04-11,5,APARECIDA DE GOIÂNIA,0,,,
98,5208509,2020-04-11,10,GOIANDIRA,0,0,,
99,5208608,2020-04-11,12,GOIANÉSIA,0,0.14,,
100,5208707,2020-04-11,11,GOIÂNIA,0,0.43,,
101,5212501,2020-04-11,19,LUZIÂNIA,0,0,,
102,5216403,2020-04-11,7,PARAÚNA,0,0.14,,
103,5217401,2020-04-11,6,PIRES DO RIO,0,,,
104,5218391,2020-04-11,1,PROFESSOR JAMIL,1,,,
105,5221858,2020-04-11,15,VALPARAÍSO DE GOIÁS,0,0,,
106,52,2020-04-12,20,GOIÁS,0,0.86,,
107,5201405,2020-04-12,6,APARECIDA DE GOIÂNIA,0,,,
108,5208509,2020-04-12,11,GOIANDIRA,0,0,,
109,5208608,2020-04-12,13,GOIANÉSIA,0,0.14,,
110,5208707,2020-04-12,12,GOIÂNIA,0,0.14,,
111,5212501,2020-04-12,20,LUZIÂNIA,0,0,,
112,5216403,2020-04-12,8,PARAÚNA,0,0,,
113,5217401,2020-04-12,7,PIRES DO RIO,0,0.14,,
114,5218391,2020-04-12,2,PROFESSOR JAMIL,0,,,
115,5221858,2020-04-12,16,VALPARAÍSO DE GOIÁS,0,0,,
116,52,2020-04-13,21,GOIÁS,0,0.71,150,crescente
117,5201405,2020-04-13,7,APARECIDA DE GOIÂNIA,0,0.29,,
118,5208509,2020-04-13,12,GOIANDIRA,0,0,,
119,5208608,2020-04-13,14,GOIANÉSIA,0,0.14,,
120,5208707,2020-04-13,13,GOIÂNIA,0,0.14,,
121,5212501,2020-04-13,21,LUZIÂNIA,0,0,-100,decrescente
122,5216403,2020-04-13,9,PARAÚNA,0,0,,
123,5217401,2020-04-13,8,PIRES DO RIO,0,0,,
124,5218391,2020-04-13,3,PROFESSOR JAMIL,0,,,
125,5221858,2020-04-13,17,VALPARAÍSO DE GOIÁS,0,0,,
126,52,2020-04-14,22,GOIÁS,2,0.71,150,crescente
127,5201405,2020-04-14,8,APARECIDA DE GOIÂNIA,0,0.14,,
128,5208509,2020-04-14,13,GOIANDIRA,0,0,,
129,5208608,2020-04-14,15,GOIANÉSIA,0,0,,
130,5208707,2020-04-14,14,GOIÂNIA,1,0.29,,
131,5212501,2020-04-14,22,LUZIÂNIA,1,0.14,Inf,crescente
132,5216403,2020-04-14,10,PARAÚNA,0,0,,
133,5217401,2020-04-14,9,PIRES DO RIO,0,0,,
134,5218391,2020-04-14,4,PROFESSOR JAMIL,0,,,
135,5221858,2020-04-14,18,VALPARAÍSO DE GOIÁS,0,0,,
136,52,2020-04-15,23,GOIÁS,2,0.86,100,crescente
137,5201405,2020-04-15,9,APARECIDA DE GOIÂNIA,0,0,,
138,5208509,2020-04-15,14,GOIANDIRA,0,0,,
139,5208608,2020-04-15,16,GOIANÉSIA,0,0,,
140,5208707,2020-04-15,15,GOIÂNIA,1,0.43,,
141,5212501,2020-04-15,23,LUZIÂNIA,1,0.29,Inf,crescente
142,5216403,2020-04-15,11,PARAÚNA,0,0,,
143,5217401,2020-04-15,10,PIRES DO RIO,0,0,,
144,5218391,2020-04-15,5,PROFESSOR JAMIL,0,,,
145,5221858,2020-04-15,19,VALPARAÍSO DE GOIÁS,0,0,,
146,52,2020-04-16,24,GOIÁS,2,1.14,100,crescente
147,5201405,2020-04-16,10,APARECIDA DE GOIÂNIA,0,0,,
148,5205901,2020-04-16,1,CORUMBAÍBA,1,,,
149,5208509,2020-04-16,15,GOIANDIRA,0,0,,
150,5208608,2020-04-16,17,GOIANÉSIA,0,0,,
151,5208707,2020-04-16,16,GOIÂNIA,1,0.57,,
152,5212501,2020-04-16,24,LUZIÂNIA,0,0.29,Inf,crescente
153,5216403,2020-04-16,12,PARAÚNA,0,0,,
154,5217401,2020-04-16,11,PIRES DO RIO,0,0,,
155,5218391,2020-04-16,6,PROFESSOR JAMIL,0,,,
156,5221858,2020-04-16,20,VALPARAÍSO DE GOIÁS,0,0,,
157,52,2020-04-17,25,GOIÁS,0,1,40,crescente
158,5201405,2020-04-17,11,APARECIDA DE GOIÂNIA,0,0,,
159,5205901,2020-04-17,2,CORUMBAÍBA,0,,,
160,5208509,2020-04-17,16,GOIANDIRA,0,0,,
161,5208608,2020-04-17,18,GOIANÉSIA,0,0,,
162,5208707,2020-04-17,17,GOIÂNIA,0,0.43,,
163,5212501,2020-04-17,25,LUZIÂNIA,0,0.29,Inf,crescente
164,5216403,2020-04-17,13,PARAÚNA,0,0,,
165,5217401,2020-04-17,12,PIRES DO RIO,0,0,,
166,5218391,2020-04-17,7,PROFESSOR JAMIL,0,0.14,,
167,5221858,2020-04-17,21,VALPARAÍSO DE GOIÁS,0,0,-100,decrescente
168,52,2020-04-18,26,GOIÁS,1,1,16.67,crescente
169,5201405,2020-04-18,12,APARECIDA DE GOIÂNIA,0,0,,
170,5205901,2020-04-18,3,CORUMBAÍBA,0,,,
171,5208509,2020-04-18,17,GOIANDIRA,0,0,,
172,5208608,2020-04-18,19,GOIANÉSIA,0,0,,
173,5208707,2020-04-18,18,GOIÂNIA,0,0.43,,
174,5212501,2020-04-18,26,LUZIÂNIA,0,0.29,Inf,crescente
175,5214507,2020-04-18,1,NERÓPOLIS,1,,,
176,5216403,2020-04-18,14,PARAÚNA,0,0,,
177,5217401,2020-04-18,13,PIRES DO RIO,0,0,,
178,5218391,2020-04-18,8,PROFESSOR JAMIL,0,0,,
179,5221858,2020-04-18,22,VALPARAÍSO DE GOIÁS,0,0,0,estavel
180,52,2020-04-19,27,GOIÁS,0,1,-22.22,decrescente
181,5201405,2020-04-19,13,APARECIDA DE GOIÂNIA,0,0,,
182,5205901,2020-04-19,4,CORUMBAÍBA,0,,,
183,5208509,2020-04-19,18,GOIANDIRA,0,0,,
184,5208608,2020-04-19,20,GOIANÉSIA,0,0,,
185,5208707,2020-04-19,19,GOIÂNIA,0,0.43,,
186,5212501,2020-04-19,27,LUZIÂNIA,0,0.29,Inf,crescente
187,5214507,2020-04-19,2,NERÓPOLIS,0,,,
188,5216403,2020-04-19,15,PARAÚNA,0,0,,
189,5217401,2020-04-19,14,PIRES DO RIO,0,0,,
190,5218391,2020-04-19,9,PROFESSOR JAMIL,0,0,,
191,5221858,2020-04-19,23,VALPARAÍSO DE GOIÁS,0,0,0,estavel
192,52,2020-04-20,28,GOIÁS,1,1.14,-20,decrescente
193,5201405,2020-04-20,14,APARECIDA DE GOIÂNIA,0,0,,
194,5205901,2020-04-20,5,CORUMBAÍBA,0,,,
195,5208509,2020-04-20,19,GOIANDIRA,0,0,,
196,5208608,2020-04-20,21,GOIANÉSIA,0,0,-100,decrescente
197,5208707,2020-04-20,20,GOIÂNIA,1,0.57,,
198,5212501,2020-04-20,28,LUZIÂNIA,0,0.29,Inf,crescente
199,5214507,2020-04-20,3,NERÓPOLIS,0,,,
200,5216403,2020-04-20,16,PARAÚNA,0,0,,
201,5217401,2020-04-20,15,PIRES DO RIO,0,0,,
202,5218391,2020-04-20,10,PROFESSOR JAMIL,0,0,,
203,5221858,2020-04-20,24,VALPARAÍSO DE GOIÁS,0,0,0,estavel
204,52,2020-04-21,29,GOIÁS,2,1.14,-27.27,decrescente
205,5201405,2020-04-21,15,APARECIDA DE GOIÂNIA,1,0.14,,
206,5205901,2020-04-21,6,CORUMBAÍBA,0,,,
207,5208509,2020-04-21,20,GOIANDIRA,0,0,,
208,5208608,2020-04-21,22,GOIANÉSIA,0,0,-100,decrescente
209,5208707,2020-04-21,21,GOIÂNIA,1,0.57,-33.33,decrescente
210,5212501,2020-04-21,29,LUZIÂNIA,0,0.14,Inf,crescente
211,5214507,2020-04-21,4,NERÓPOLIS,0,,,
212,5216403,2020-04-21,17,PARAÚNA,0,0,,
213,5217401,2020-04-21,16,PIRES DO RIO,0,0,,
214,5218391,2020-04-21,11,PROFESSOR JAMIL,0,0,,
215,5221858,2020-04-21,25,VALPARAÍSO DE GOIÁS,0,0,0,estavel
216,52,2020-04-22,30,GOIÁS,2,1.14,-27.27,decrescente
217,5201405,2020-04-22,16,APARECIDA DE GOIÂNIA,0,0.14,,
218,5205901,2020-04-22,7,CORUMBAÍBA,0,0.14,,
219,5208509,2020-04-22,21,GOIANDIRA,0,0,-100,decrescente
220,5208608,2020-04-22,23,GOIANÉSIA,0,0,-100,decrescente
221,5208707,2020-04-22,22,GOIÂNIA,1,0.57,-20,decrescente
222,5210109,2020-04-22,1,IPAMERI,1,,,
223,5212501,2020-04-22,30,LUZIÂNIA,0,0,0,estavel
224,5214507,2020-04-22,5,NERÓPOLIS,0,,,
225,5216403,2020-04-22,18,PARAÚNA,0,0,,
226,5217401,2020-04-22,17,PIRES DO RIO,0,0,,
227,5218391,2020-04-22,12,PROFESSOR JAMIL,0,0,,
228,5221858,2020-04-22,26,VALPARAÍSO DE GOIÁS,0,0,0,estavel
229,52,2020-04-23,31,GOIÁS,0,0.86,-40,decrescente
230,5201405,2020-04-23,17,APARECIDA DE GOIÂNIA,0,0.14,,
231,5205901,2020-04-23,8,CORUMBAÍBA,0,0,,
232,5208509,2020-04-23,22,GOIANDIRA,0,0,0,estavel
233,5208608,2020-04-23,24,GOIANÉSIA,0,0,-100,decrescente
234,5208707,2020-04-23,23,GOIÂNIA,0,0.43,-40,decrescente
235,5210109,2020-04-23,2,IPAMERI,0,,,
236,5212501,2020-04-23,31,LUZIÂNIA,0,0,0,estavel
237,5214507,2020-04-23,6,NERÓPOLIS,0,,,
238,5216403,2020-04-23,19,PARAÚNA,0,0,,
239,5217401,2020-04-23,18,PIRES DO RIO,0,0,,
240,5218391,2020-04-23,13,PROFESSOR JAMIL,0,0,,
241,5221858,2020-04-23,27,VALPARAÍSO DE GOIÁS,0,0,0,estavel
242,52,2020-04-24,32,GOIÁS,2,1.14,-20,decrescente
243,5201108,2020-04-24,1,ANÁPOLIS,1,,,
244,5201405,2020-04-24,18,APARECIDA DE GOIÂNIA,0,0.14,,
245,5205901,2020-04-24,9,CORUMBAÍBA,0,0,,
246,5208509,2020-04-24,23,GOIANDIRA,0,0,0,estavel
247,5208608,2020-04-24,25,GOIANÉSIA,0,0,-100,decrescente
248,5208707,2020-04-24,24,GOIÂNIA,0,0.43,-40,decrescente
249,5210109,2020-04-24,3,IPAMERI,0,,,
250,5212501,2020-04-24,32,LUZIÂNIA,0,0,0,estavel
251,5214507,2020-04-24,7,NERÓPOLIS,0,0.14,,
252,5215231,2020-04-24,1,NOVO GAMA,1,,,
253,5216403,2020-04-24,20,PARAÚNA,0,0,,
254,5217401,2020-04-24,19,PIRES DO RIO,0,0,,
255,5218391,2020-04-24,14,PROFESSOR JAMIL,0,0,,
256,5221858,2020-04-24,28,VALPARAÍSO DE GOIÁS,0,0,0,estavel
257,52,2020-04-25,33,GOIÁS,2,1.29,0,estavel
258,5200258,2020-04-25,1,ÁGUAS LINDAS DE GOIÁS,1,,,
259,5201108,2020-04-25,2,ANÁPOLIS,0,,,
260,5201405,2020-04-25,19,APARECIDA DE GOIÂNIA,0,0.14,,
261,5205901,2020-04-25,10,CORUMBAÍBA,0,0,,
262,5208509,2020-04-25,24,GOIANDIRA,0,0,0,estavel
263,5208608,2020-04-25,26,GOIANÉSIA,0,0,-100,decrescente
264,5208707,2020-04-25,25,GOIÂNIA,1,0.57,33.33,crescente
265,5210109,2020-04-25,4,IPAMERI,0,,,
266,5212501,2020-04-25,33,LUZIÂNIA,0,0,0,estavel
267,5214507,2020-04-25,8,NERÓPOLIS,0,0,,
268,5215231,2020-04-25,2,NOVO GAMA,0,,,
269,5216403,2020-04-25,21,PARAÚNA,0,0,-100,decrescente
270,5217401,2020-04-25,20,PIRES DO RIO,0,0,,
271,5218391,2020-04-25,15,PROFESSOR JAMIL,0,0,,
272,5221858,2020-04-25,29,VALPARAÍSO DE GOIÁS,0,0,0,estavel
273,52,2020-04-26,34,GOIÁS,2,1.57,83.33,crescente
274,5200258,2020-04-26,2,ÁGUAS LINDAS DE GOIÁS,0,,,
275,5201108,2020-04-26,3,ANÁPOLIS,0,,,
276,5201405,2020-04-26,20,APARECIDA DE GOIÂNIA,0,0.14,,
277,5205901,2020-04-26,11,CORUMBAÍBA,0,0,,
278,5208509,2020-04-26,25,GOIANDIRA,0,0,0,estavel
279,5208608,2020-04-26,27,GOIANÉSIA,0,0,-100,decrescente
280,5208707,2020-04-26,26,GOIÂNIA,2,0.86,500,crescente
281,5210109,2020-04-26,5,IPAMERI,0,,,
282,5212501,2020-04-26,34,LUZIÂNIA,0,0,0,estavel
283,5214507,2020-04-26,9,NERÓPOLIS,0,0,,
284,5215231,2020-04-26,3,NOVO GAMA,0,,,
285,5216403,2020-04-26,22,PARAÚNA,0,0,0,estavel
286,5217401,2020-04-26,21,PIRES DO RIO,0,0,-100,decrescente
287,5218391,2020-04-26,16,PROFESSOR JAMIL,0,0,,
288,5221858,2020-04-26,30,VALPARAÍSO DE GOIÁS,0,0,0,estavel
289,52,2020-04-27,35,GOIÁS,3,1.86,160,crescente
290,5200258,2020-04-27,3,ÁGUAS LINDAS DE GOIÁS,0,,,
291,5201108,2020-04-27,4,ANÁPOLIS,0,,,
292,5201405,2020-04-27,21,APARECIDA DE GOIÂNIA,0,0.14,-50,decrescente
293,5205901,2020-04-27,12,CORUMBAÍBA,0,0,,
294,5208509,2020-04-27,26,GOIANDIRA,0,0,0,estavel
295,5208608,2020-04-27,28,GOIANÉSIA,1,0.14,0,estavel
296,5208707,2020-04-27,27,GOIÂNIA,0,0.71,400,crescente
297,5210109,2020-04-27,6,IPAMERI,0,,,
298,5212501,2020-04-27,35,LUZIÂNIA,0,0,0,estavel
299,5214507,2020-04-27,10,NERÓPOLIS,0,0,,
300,5215231,2020-04-27,4,NOVO GAMA,0,,,
301,5216403,2020-04-27,23,PARAÚNA,0,0,0,estavel
302,5217401,2020-04-27,22,PIRES DO RIO,0,0,0,estavel
303,5217609,2020-04-27,1,PLANALTINA,1,,,
304,5218391,2020-04-27,17,PROFESSOR JAMIL,0,0,,
305,5221858,2020-04-27,31,VALPARAÍSO DE GOIÁS,1,0.14,Inf,crescente
306,52,2020-04-28,36,GOIÁS,3,2,180,crescente
307,5200258,2020-04-28,4,ÁGUAS LINDAS DE GOIÁS,0,,,
308,5201108,2020-04-28,5,ANÁPOLIS,0,,,
309,5201405,2020-04-28,22,APARECIDA DE GOIÂNIA,0,0,-100,decrescente
310,5205901,2020-04-28,13,CORUMBAÍBA,0,0,,
311,5208509,2020-04-28,27,GOIANDIRA,0,0,0,estavel
312,5208608,2020-04-28,29,GOIANÉSIA,0,0.14,Inf,crescente
313,5208707,2020-04-28,28,GOIÂNIA,3,1,250,crescente
314,5210109,2020-04-28,7,IPAMERI,0,0.14,,
315,5212501,2020-04-28,36,LUZIÂNIA,0,0,-100,decrescente
316,5214507,2020-04-28,11,NERÓPOLIS,0,0,,
317,5215231,2020-04-28,5,NOVO GAMA,0,,,
318,5216403,2020-04-28,24,PARAÚNA,0,0,0,estavel
319,5217401,2020-04-28,23,PIRES DO RIO,0,0,0,estavel
320,5217609,2020-04-28,2,PLANALTINA,0,,,
321,5218391,2020-04-28,18,PROFESSOR JAMIL,0,0,,
322,5221858,2020-04-28,32,VALPARAÍSO DE GOIÁS,0,0.14,Inf,crescente
323,52,2020-04-29,37,GOIÁS,0,1.71,100,crescente
324,5200258,2020-04-29,5,ÁGUAS LINDAS DE GOIÁS,0,,,
325,5201108,2020-04-29,6,ANÁPOLIS,0,,,
326,5201405,2020-04-29,23,APARECIDA DE GOIÂNIA,0,0,0,estavel
327,5205901,2020-04-29,14,CORUMBAÍBA,0,0,,
328,5208509,2020-04-29,28,GOIANDIRA,0,0,0,estavel
329,5208608,2020-04-29,30,GOIANÉSIA,0,0.14,Inf,crescente
330,5208707,2020-04-29,29,GOIÂNIA,0,0.86,100,crescente
331,5210109,2020-04-29,8,IPAMERI,0,0,,
332,5212501,2020-04-29,37,LUZIÂNIA,0,0,-100,decrescente
333,5214507,2020-04-29,12,NERÓPOLIS,0,0,,
334,5215231,2020-04-29,6,NOVO GAMA,0,,,
335,5216403,2020-04-29,25,PARAÚNA,0,0,0,estavel
336,5217401,2020-04-29,24,PIRES DO RIO,0,0,0,estavel
337,5217609,2020-04-29,3,PLANALTINA,0,,,
338,5218391,2020-04-29,19,PROFESSOR JAMIL,0,0,,
339,5221858,2020-04-29,33,VALPARAÍSO DE GOIÁS,0,0.14,Inf,crescente
340,52,2020-04-30,38,GOIÁS,5,2.43,112.5,crescente
341,5200258,2020-04-30,6,ÁGUAS LINDAS DE GOIÁS,0,,,
342,5201108,2020-04-30,7,ANÁPOLIS,0,0.14,,
343,5201405,2020-04-30,24,APARECIDA DE GOIÂNIA,0,0,0,estavel
344,5203302,2020-04-30,1,BELA VISTA DE GOIÁS,1,,,
345,5204904,2020-04-30,1,CAMPOS BELOS,1,,,
346,5205901,2020-04-30,15,CORUMBAÍBA,0,0,,
347,5208509,2020-04-30,29,GOIANDIRA,0,0,0,estavel
348,5208608,2020-04-30,31,GOIANÉSIA,0,0.14,Inf,crescente
349,5208707,2020-04-30,30,GOIÂNIA,1,1,75,crescente
350,5210109,2020-04-30,9,IPAMERI,0,0,,
351,5210208,2020-04-30,1,IPORÁ,1,,,
352,5212501,2020-04-30,38,LUZIÂNIA,0,0,-100,decrescente
353,5214507,2020-04-30,13,NERÓPOLIS,0,0,,
354,5215231,2020-04-30,7,NOVO GAMA,0,0.14,,
355,5216403,2020-04-30,26,PARAÚNA,0,0,0,estavel
356,5217401,2020-04-30,25,PIRES DO RIO,0,0,0,estavel
357,5217609,2020-04-30,4,PLANALTINA,0,,,
358,5218391,2020-04-30,20,PROFESSOR JAMIL,0,0,,
359,5218805,2020-04-30,1,RIO VERDE,1,,,
360,5221858,2020-04-30,34,VALPARAÍSO DE GOIÁS,0,0.14,Inf,crescente
361,52,2020-05-01,39,GOIÁS,5,2.86,185.71,crescente
362,5200258,2020-05-01,7,ÁGUAS LINDAS DE GOIÁS,0,0.14,,
363,5201108,2020-05-01,8,ANÁPOLIS,0,0,,
364,5201405,2020-05-01,25,APARECIDA DE GOIÂNIA,1,0.14,Inf,crescente
365,5203302,2020-05-01,2,BELA VISTA DE GOIÁS,0,,,
366,5204904,2020-05-01,2,CAMPOS BELOS,0,,,
367,5205901,2020-05-01,16,CORUMBAÍBA,0,0,,
368,5208509,2020-05-01,30,GOIANDIRA,0,0,0,estavel
369,5208608,2020-05-01,32,GOIANÉSIA,0,0.14,Inf,crescente
370,5208707,2020-05-01,31,GOIÂNIA,4,1.57,266.67,crescente
371,5210109,2020-05-01,10,IPAMERI,0,0,,
372,5210208,2020-05-01,2,IPORÁ,0,,,
373,5212501,2020-05-01,39,LUZIÂNIA,0,0,-100,decrescente
374,5214507,2020-05-01,14,NERÓPOLIS,0,0,,
375,5215231,2020-05-01,8,NOVO GAMA,0,0,,
376,5216403,2020-05-01,27,PARAÚNA,0,0,0,estavel
377,5217401,2020-05-01,26,PIRES DO RIO,0,0,0,estavel
378,5217609,2020-05-01,5,PLANALTINA,0,,,
379,5218391,2020-05-01,21,PROFESSOR JAMIL,0,0,-100,decrescente
380,5218805,2020-05-01,2,RIO VERDE,0,,,
381,5221858,2020-05-01,35,VALPARAÍSO DE GOIÁS,0,0.14,Inf,crescente
382,52,2020-05-02,40,GOIÁS,3,3,200,crescente
383,5200258,2020-05-02,8,ÁGUAS LINDAS DE GOIÁS,0,0,,
384,5201108,2020-05-02,9,ANÁPOLIS,0,0,,
385,5201405,2020-05-02,26,APARECIDA DE GOIÂNIA,0,0.14,Inf,crescente
386,5203302,2020-05-02,3,BELA VISTA DE GOIÁS,0,,,
387,5204904,2020-05-02,3,CAMPOS BELOS,0,,,
388,5205901,2020-05-02,17,CORUMBAÍBA,0,0,,
389,5208509,2020-05-02,31,GOIANDIRA,0,0,0,estavel
390,5208608,2020-05-02,33,GOIANÉSIA,0,0.14,Inf,crescente
391,5208707,2020-05-02,32,GOIÂNIA,1,1.57,266.67,crescente
392,5210109,2020-05-02,11,IPAMERI,0,0,,
393,5210208,2020-05-02,3,IPORÁ,0,,,
394,5212501,2020-05-02,40,LUZIÂNIA,0,0,-100,decrescente
395,5214507,2020-05-02,15,NERÓPOLIS,0,0,,
396,5215231,2020-05-02,9,NOVO GAMA,0,0,,
397,5215900,2020-05-02,1,PALMINÓPOLIS,1,,,
398,5216403,2020-05-02,28,PARAÚNA,0,0,0,estavel
399,5217401,2020-05-02,27,PIRES DO RIO,0,0,0,estavel
400,5217609,2020-05-02,6,PLANALTINA,1,,,
401,5218391,2020-05-02,22,PROFESSOR JAMIL,0,0,0,estavel
402,5218805,2020-05-02,3,RIO VERDE,0,,,
403,5221858,2020-05-02,36,VALPARAÍSO DE GOIÁS,0,0.14,Inf,crescente
404,52,2020-05-03,41,GOIÁS,1,2.86,185.71,crescente
405,5200258,2020-05-03,9,ÁGUAS LINDAS DE GOIÁS,0,0,,
406,5201108,2020-05-03,10,ANÁPOLIS,0,0,,
407,5201405,2020-05-03,27,APARECIDA DE GOIÂNIA,0,0.14,Inf,crescente
408,5203302,2020-05-03,4,BELA VISTA DE GOIÁS,0,,,
409,5204904,2020-05-03,4,CAMPOS BELOS,0,,,
410,5205901,2020-05-03,18,CORUMBAÍBA,0,0,,
411,5208509,2020-05-03,32,GOIANDIRA,0,0,0,estavel
412,5208608,2020-05-03,34,GOIANÉSIA,0,0.14,Inf,crescente
413,5208707,2020-05-03,33,GOIÂNIA,0,1.29,200,crescente
414,5210109,2020-05-03,12,IPAMERI,0,0,,
415,5210208,2020-05-03,4,IPORÁ,0,,,
416,5212501,2020-05-03,41,LUZIÂNIA,0,0,-100,decrescente
417,5212808,2020-05-03,1,MARA ROSA,1,,,
