,tipo,ordem_dia,data,cd_geocmu,municipios,confirmados,li_80,ls_80,li_95,ls_95
321,Prev,3,2020-04-03,5204508,CALDAS NOVAS,NA,NA,NA,NA,NA
322,Prev,4,2020-04-04,5204508,CALDAS NOVAS,NA,NA,NA,NA,NA
323,Prev,5,2020-04-05,5204508,CALDAS NOVAS,NA,NA,NA,NA,NA
324,Prev,6,2020-04-06,5204508,CALDAS NOVAS,NA,NA,NA,NA,NA
325,Prev,6,2020-04-06,5204607,CAMPESTRE DE GOIÁS,1,1,1,1,1
326,Prev,7,2020-04-07,5204607,CAMPESTRE DE GOIÁS,1,1,1,1,1
327,Prev,8,2020-04-08,5204607,CAMPESTRE DE GOIÁS,1,1,1,1,1
328,Prev,9,2020-04-09,5204607,CAMPESTRE DE GOIÁS,1,1,1,1,1
329,Prev,10,2020-04-10,5204607,CAMPESTRE DE GOIÁS,1,1,1,1,1
330,Prev,6,2020-04-06,5205497,CIDADE OCIDENTAL,1,1,1,1,1
331,Prev,7,2020-04-07,5205497,CIDADE OCIDENTAL,1,1,1,1,1
332,Prev,8,2020-04-08,5205497,CIDADE OCIDENTAL,1,1,1,1,1
333,Prev,9,2020-04-09,5205497,CIDADE OCIDENTAL,1,1,1,1,1
334,Prev,10,2020-04-10,5205497,CIDADE OCIDENTAL,1,1,1,1,1
335,Prev,6,2020-04-06,5221403,TRINDADE,1,1,1,1,1
336,Prev,7,2020-04-07,5221403,TRINDADE,1,1,1,1,1
337,Prev,8,2020-04-08,5221403,TRINDADE,1,1,1,1,1
338,Prev,9,2020-04-09,5221403,TRINDADE,1,1,1,1,1
339,Prev,10,2020-04-10,5221403,TRINDADE,1,1,1,1,1
340,Prev,4,2020-04-06,5203500,BOM JESUS DE GOIÁS,NA,NA,NA,NA,NA
341,Prev,5,2020-04-07,5203500,BOM JESUS DE GOIÁS,NA,NA,NA,NA,NA
342,Prev,6,2020-04-08,5203500,BOM JESUS DE GOIÁS,NA,NA,NA,NA,NA
343,Prev,7,2020-04-09,5203500,BOM JESUS DE GOIÁS,NA,NA,NA,NA,NA
344,Prev,8,2020-04-10,5203500,BOM JESUS DE GOIÁS,NA,NA,NA,NA,NA
345,Prev,4,2020-04-06,5215009,NOVA VENEZA,NA,NA,NA,NA,NA
346,Prev,5,2020-04-07,5215009,NOVA VENEZA,NA,NA,NA,NA,NA
347,Prev,6,2020-04-08,5215009,NOVA VENEZA,NA,NA,NA,NA,NA
348,Prev,7,2020-04-09,5215009,NOVA VENEZA,NA,NA,NA,NA,NA
349,Prev,8,2020-04-10,5215009,NOVA VENEZA,NA,NA,NA,NA,NA
350,Prev,4,2020-04-06,5220108,SÃO LUÍS DE MONTES BELOS,NA,NA,NA,NA,NA
351,Prev,5,2020-04-07,5220108,SÃO LUÍS DE MONTES BELOS,NA,NA,NA,NA,NA
352,Prev,6,2020-04-08,5220108,SÃO LUÍS DE MONTES BELOS,NA,NA,NA,NA,NA
353,Prev,7,2020-04-09,5220108,SÃO LUÍS DE MONTES BELOS,NA,NA,NA,NA,NA
354,Prev,8,2020-04-10,5220108,SÃO LUÍS DE MONTES BELOS,NA,NA,NA,NA,NA
355,Prev,4,2020-04-06,5220454,SENADOR CANEDO,NA,NA,NA,NA,NA
356,Prev,5,2020-04-07,5220454,SENADOR CANEDO,NA,NA,NA,NA,NA
357,Prev,6,2020-04-08,5220454,SENADOR CANEDO,NA,NA,NA,NA,NA
358,Prev,7,2020-04-09,5220454,SENADOR CANEDO,NA,NA,NA,NA,NA
359,Prev,8,2020-04-10,5220454,SENADOR CANEDO,NA,NA,NA,NA,NA
