,cd_geocmu,data,ordem_dia,localidade,novos_casos,MM7,variacao_per_MM7_14dias,tendencia_novos_casos
7781,5214838,2020-06-22,7,NOVA CRIXÁS,0,0.14,,
7782,5214861,2020-06-22,77,NOVA GLÓRIA,4,0.57,"-100,00",decrescente
7783,5214879,2020-06-22,6,NOVA IGUAÇU DE GOIÁS,0,,,
7784,5215009,2020-06-22,81,NOVA VENEZA,0,"0,00","0,00",estavel
7785,5215207,2020-06-22,13,NOVO BRASIL,0,0.29,,
7786,5215231,2020-06-22,61,NOVO GAMA,3,7.43,9.62,estavel
7787,5215306,2020-06-22,8,ORIZONA,1,0.14,,
7788,5215405,2020-06-22,8,OURO VERDE DE GOIÁS,0,0.29,,
7789,5215504,2020-06-22,4,OUVIDOR,0,,,
7790,5215603,2020-06-22,37,PADRE BERNARDO,7,2.43,41.18,crescente
7791,5215702,2020-06-22,43,PALMEIRAS DE GOIÁS,3,2.43,82.35,crescente
7792,5215900,2020-06-22,46,PALMINÓPOLIS,3,0.43,"100,00",crescente
7793,5216007,2020-06-22,5,PANAMÁ,1,,,
7794,5216304,2020-06-22,82,PARANAIGUARA,0,0.14,"-100,00",decrescente
7795,5216403,2020-06-22,71,PARAÚNA,0,0.43,"0,00",estavel
7796,5216452,2020-06-22,5,PEROLÂNDIA,0,,,
7797,5216809,2020-06-22,4,PETROLINA DE GOIÁS,0,,,
7798,5217104,2020-06-22,47,PIRACANJUBA,3,0.86,16.67,crescente
7799,5217203,2020-06-22,32,PIRANHAS,0,"0,00","0,00",estavel
7800,5217302,2020-06-22,35,PIRENÓPOLIS,1,0.14,"100,00",crescente
7801,5217401,2020-06-22,76,PIRES DO RIO,5,1.86,"0,00",estavel
7802,5217609,2020-06-22,64,PLANALTINA,20,"13,00",16.48,crescente
7803,5217708,2020-06-22,4,PONTALINA,0,,,
7804,5218003,2020-06-22,43,PORANGATU,2,1.29,-22.22,decrescente
7805,5218052,2020-06-22,4,PORTEIRÃO,0,,,
7806,5218102,2020-06-22,35,PORTELÂNDIA,0,0.71,"80,00",crescente
7807,5218300,2020-06-22,25,POSSE,0,"2,00","100,00",crescente
7808,5218391,2020-06-22,74,PROFESSOR JAMIL,0,0.14,"100,00",crescente
7809,5218508,2020-06-22,41,QUIRINÓPOLIS,4,7.29,94.12,crescente
7810,5218607,2020-06-22,73,RIALMA,0,0.43,33.33,crescente
7811,5218706,2020-06-22,34,RIANÁPOLIS,0,"0,00","0,00",estavel
7812,5218805,2020-06-22,103,RIO VERDE,187,232.14,91.69,crescente
7813,5218904,2020-06-22,25,RUBIATABA,0,1.71,"0,00",estavel
7814,5219001,2020-06-22,1,SANCLERLÂNDIA,1,,,
7815,5219258,2020-06-22,53,SANTA FÉ DE GOIÁS,0,0.14,"100,00",crescente
7816,5219308,2020-06-22,54,SANTA HELENA DE GOIÁS,23,8.43,33.9,crescente
7817,5219357,2020-06-22,14,SANTA ISABEL,0,0.43,,
7818,5219407,2020-06-22,36,SANTA RITA DO ARAGUAIA,0,0.29,"100,00",crescente
7819,5219456,2020-06-22,5,SANTA RITA DO NOVO DESTINO,0,,,
7820,5219506,2020-06-22,22,SANTA ROSA DE GOIÁS,0,"0,00","0,00",estavel
7821,5219605,2020-06-22,6,SANTA TEREZA DE GOIÁS,0,,,
7822,5219704,2020-06-22,24,SANTA TEREZINHA DE GOIÁS,0,"0,00","0,00",estavel
7823,5219712,2020-06-22,15,SANTO ANTÔNIO DA BARRA,0,"0,00",,
7824,5219738,2020-06-22,43,SANTO ANTÔNIO DE GOIÁS,1,0.71,"80,00",crescente
7825,5219753,2020-06-22,69,SANTO ANTÔNIO DO DESCOBERTO,7,6.14,-211.63,decrescente
7826,5219902,2020-06-22,8,SÃO FRANCISCO DE GOIÁS,0,0.29,,
7827,5220009,2020-06-22,29,SÃO JOÃO D'ALIANÇA,0,1.14,"25,00",crescente
7828,5220108,2020-06-22,81,SÃO LUÍS DE MONTES BELOS,4,2.14,46.67,crescente
7829,5220157,2020-06-22,8,SÃO LUIZ DO NORTE,8,1.14,,
7830,5220207,2020-06-22,25,SÃO MIGUEL DO ARAGUAIA,0,0.57,"100,00",crescente
7831,5220405,2020-06-22,40,SÃO SIMÃO,9,2.29,-43.75,decrescente
7832,5220454,2020-06-22,81,SENADOR CANEDO,21,14.86,18.27,crescente
7833,5220504,2020-06-22,29,SERRANÓPOLIS,0,"0,00","0,00",estavel
7834,5220603,2020-06-22,88,SILVÂNIA,0,0.57,"50,00",crescente
7835,5221197,2020-06-22,32,TEREZÓPOLIS DE GOIÁS,-1,0.57,"50,00",crescente
7836,5221304,2020-06-22,3,TRÊS RANCHOS,0,,,
7837,5221403,2020-06-22,83,TRINDADE,20,"6,00",52.38,crescente
7838,5221502,2020-06-22,25,TURVÂNIA,0,0.57,"100,00",crescente
7839,5221551,2020-06-22,7,TURVELÂNDIA,1,0.57,,
7840,5221601,2020-06-22,54,URUAÇU,8,2.71,47.37,crescente
7841,5221700,2020-06-22,24,URUANA,6,1.57,81.82,crescente
7842,5221809,2020-06-22,33,URUTAÍ,0,"0,00","0,00",estavel
7843,5221858,2020-06-22,91,VALPARAÍSO DE GOIÁS,19,"19,00",54.14,crescente
7844,5221908,2020-06-22,3,VARJÃO,0,,,
7845,5222005,2020-06-22,77,VIANÓPOLIS,0,0.29,"-150,00",decrescente
7846,5222054,2020-06-22,13,VICENTINÓPOLIS,0,"0,00",,
7847,5222203,2020-06-22,6,VILA BOA,0,,,
7848,5300108,2020-06-22,97,BRASÍLIA,921,1494.86,41.58,crescente
7849,52,2020-06-23,104,GOIÁS,980,"896,00",59.31,crescente
7850,5200050,2020-06-23,34,ABADIA DE GOIÁS,3,1.14,"50,00",crescente
7851,5200100,2020-06-23,26,ABADIÂNIA,2,1.29,33.33,crescente
7852,5200134,2020-06-23,23,ACREÚNA,3,0.57,"100,00",crescente
7853,5200159,2020-06-23,19,ADELÂNDIA,0,0.86,,
7854,5200175,2020-06-23,20,ÁGUA FRIA DE GOIÁS,0,"0,00",,
7855,5200258,2020-06-23,88,ÁGUAS LINDAS DE GOIÁS,12,19.14,27.61,crescente
7856,5200308,2020-06-23,48,ALEXÂNIA,2,1.29,33.33,crescente
7857,5200506,2020-06-23,74,ALOÂNDIA,0,"0,00","0,00",estavel
7858,5200605,2020-06-23,25,ALTO PARAÍSO DE GOIÁS,0,0.43,"0,00",estavel
7859,5200803,2020-06-23,7,ALVORADA DO NORTE,0,0.14,,
7860,5200829,2020-06-23,33,AMARALINA,0,"0,00",-Inf,decrescente
7861,5200852,2020-06-23,6,AMERICANO DO BRASIL,2,,,
7862,5200902,2020-06-23,33,AMORINÓPOLIS,0,"0,00","0,00",estavel
7863,5201108,2020-06-23,100,ANÁPOLIS,35,25.43,58.99,crescente
7864,5201207,2020-06-23,75,ANHANGUERA,0,"0,00","0,00",estavel
7865,5201306,2020-06-23,26,ANICUNS,0,1.71,16.67,crescente
7866,5201405,2020-06-23,98,APARECIDA DE GOIÂNIA,80,84.43,61.76,crescente
7867,5201454,2020-06-23,31,APARECIDA DO RIO DOCE,0,1.29,22.22,crescente
7868,5201603,2020-06-23,8,ARAÇU,1,0.14,,
7869,5201702,2020-06-23,44,ARAGARÇAS,3,1.29,44.44,crescente
7870,5201801,2020-06-23,70,ARAGOIÂNIA,0,0.43,-33.33,decrescente
7871,5202155,2020-06-23,33,ARAGUAPAZ,0,"0,00",-Inf,decrescente
7872,5202502,2020-06-23,2,ARUANÃ,0,,,
7873,5202601,2020-06-23,13,AURILÂNDIA,4,1.29,,
7874,5202809,2020-06-23,41,AVELINÓPOLIS,0,"0,00","0,00",estavel
7875,5203203,2020-06-23,62,BARRO ALTO,2,0.43,-133.33,decrescente
7876,5203302,2020-06-23,77,BELA VISTA DE GOIÁS,3,2.14,86.67,crescente
7877,5203401,2020-06-23,34,BOM JARDIM DE GOIÁS,0,0.14,"100,00",crescente
7878,5203500,2020-06-23,82,BOM JESUS DE GOIÁS,4,2.86,"95,00",crescente
7879,5203559,2020-06-23,33,BONFINÓPOLIS,3,0.57,"-75,00",decrescente
7880,5203609,2020-06-23,17,BRAZABRANTES,0,0.14,,
7881,5203807,2020-06-23,48,BRITÂNIA,0,0.29,"100,00",crescente
7882,5203906,2020-06-23,9,BURITI ALEGRE,2,2.57,,
7883,5203939,2020-06-23,2,BURITI DE GOIÁS,0,,,
7884,5203962,2020-06-23,8,BURITINÓPOLIS,0,"0,00",,
7885,5204003,2020-06-23,29,CABECEIRAS,0,"0,00","0,00",estavel
7886,5204102,2020-06-23,24,CACHOEIRA ALTA,3,1.57,18.18,crescente
7887,5204250,2020-06-23,30,CACHOEIRA DOURADA,-1,0.43,"100,00",crescente
7888,5204300,2020-06-23,42,CAÇU,2,"3,00",80.95,crescente
7889,5204409,2020-06-23,26,CAIAPÔNIA,1,0.14,"100,00",crescente
7890,5204508,2020-06-23,76,CALDAS NOVAS,4,1.86,23.08,crescente
7891,5204557,2020-06-23,15,CALDAZINHA,1,0.14,,
7892,5204607,2020-06-23,79,CAMPESTRE DE GOIÁS,0,0.14,"100,00",crescente
7893,5204706,2020-06-23,61,CAMPINORTE,0,0.43,-233.33,decrescente
7894,5204805,2020-06-23,44,CAMPO ALEGRE DE GOIÁS,0,"0,00","0,00",estavel
7895,5204854,2020-06-23,20,CAMPO LIMPO DE GOIÁS,0,0.43,,
7896,5204904,2020-06-23,50,CAMPOS BELOS,-1,0.14,"-200,00",decrescente
7897,5205000,2020-06-23,68,CARMO DO RIO VERDE,0,0.43,"100,00",crescente
7898,5205059,2020-06-23,22,CASTELÂNDIA,0,0.14,"100,00",crescente
7899,5205109,2020-06-23,94,CATALÃO,12,"6,00",-38.1,decrescente
7900,5205208,2020-06-23,48,CATURAÍ,0,0.14,"100,00",crescente
7901,5205307,2020-06-23,23,CAVALCANTE,-1,"0,00","0,00",estavel
7902,5205406,2020-06-23,68,CERES,3,5.14,94.44,crescente
7903,5205455,2020-06-23,21,CEZARINA,1,0.14,"0,00",estavel
7904,5205471,2020-06-23,41,CHAPADÃO DO CÉU,11,1.71,"100,00",crescente
7905,5205497,2020-06-23,84,CIDADE OCIDENTAL,25,12.14,48.24,crescente
7906,5205513,2020-06-23,29,COCALZINHO DE GOIÁS,1,0.71,"-20,00",decrescente
7907,5205703,2020-06-23,30,CÓRREGO DO OURO,0,"0,00","0,00",estavel
7908,5205802,2020-06-23,40,CORUMBÁ DE GOIÁS,0,"0,00",-Inf,decrescente
7909,5205901,2020-06-23,47,CORUMBAÍBA,-1,0.86,66.67,crescente
7910,5206206,2020-06-23,48,CRISTALINA,-1,2.14,73.33,crescente
7911,5206404,2020-06-23,20,CRIXÁS,2,0.86,,
7912,5206503,2020-06-23,27,CROMÍNIA,0,0.14,"0,00",estavel
7913,5206602,2020-06-23,22,CUMARI,0,0.43,"0,00",estavel
7914,5206800,2020-06-23,21,DAMOLÂNDIA,1,0.43,66.67,crescente
7915,5207352,2020-06-23,8,EDEALINA,0,"0,00",,
7916,5207402,2020-06-23,43,EDÉIA,4,0.71,"-20,00",decrescente
7917,5207501,2020-06-23,16,ESTRELA DO NORTE,0,"0,00",,
7918,5207535,2020-06-23,70,FAINA,0,0.14,"100,00",crescente
7919,5207808,2020-06-23,26,FIRMINÓPOLIS,0,0.14,"100,00",crescente
7920,5207907,2020-06-23,22,FLORES DE GOIÁS,0,"0,00","0,00",estavel
7921,5208004,2020-06-23,72,FORMOSA,14,10.57,33.78,crescente
7922,5208152,2020-06-23,26,GAMELEIRA DE GOIÁS,0,0.29,"100,00",crescente
7923,5208301,2020-06-23,2,DIVINÓPOLIS DE GOIÁS,0,,,
7924,5208400,2020-06-23,32,GOIANÁPOLIS,0,"1,00",71.43,crescente
7925,5208509,2020-06-23,77,GOIANDIRA,0,"0,00","0,00",estavel
7926,5208608,2020-06-23,88,GOIANÉSIA,-14,"2,00",64.29,crescente
7927,5208707,2020-06-23,104,GOIÂNIA,200,215.71,40.13,crescente
7928,5208806,2020-06-23,71,GOIANIRA,1,0.57,"75,00",crescente
7929,5208905,2020-06-23,13,CIDADE DE GOIÁS,1,0.57,,
7930,5209101,2020-06-23,77,GOIATUBA,5,2.86,"90,00",crescente
7931,5209150,2020-06-23,30,GOUVELÂNDIA,2,0.29,"100,00",crescente
7932,5209200,2020-06-23,77,GUAPÓ,9,1.43,"50,00",crescente
7933,5209291,2020-06-23,16,GUARAÍTA,0,"0,00",,
7934,5209408,2020-06-23,7,GUARANI DE GOIÁS,0,0.71,,
7935,5209705,2020-06-23,45,HIDROLÂNDIA,2,"2,00",28.57,crescente
7936,5209804,2020-06-23,19,HIDROLINA,0,"0,00",,
7937,5209903,2020-06-23,9,IACIARA,0,1.43,,
7938,5209937,2020-06-23,15,INACIOLÂNDIA,0,"0,00",,
7939,5209952,2020-06-23,37,INDIARA,2,0.57,"-150,00",decrescente
7940,5210000,2020-06-23,66,INHUMAS,14,7.57,94.34,crescente
7941,5210109,2020-06-23,58,IPAMERI,0,1.14,37.5,crescente
7942,5210158,2020-06-23,21,IPIRANGA DE GOIÁS,0,"0,00",-Inf,decrescente
7943,5210208,2020-06-23,48,IPORÁ,7,3.43,54.17,crescente
7944,5210307,2020-06-23,20,ISRAELÂNDIA,0,"0,00",,
7945,5210406,2020-06-23,34,ITABERAÍ,12,3.29,60.87,crescente
7946,5210604,2020-06-23,73,ITAGUARU,2,0.29,"100,00",crescente
7947,5210802,2020-06-23,36,ITAJÁ,0,"0,00","0,00",estavel
7948,5210901,2020-06-23,29,ITAPACI,-1,0.43,66.67,crescente
7949,5211008,2020-06-23,14,ITAPIRAPUÃ,0,0.29,,
7950,5211206,2020-06-23,42,ITAPURANGA,0,"0,00","0,00",estavel
7951,5211404,2020-06-23,26,ITAUÇU,0,"0,00","0,00",estavel
7952,5211503,2020-06-23,86,ITUMBIARA,36,14.86,98.08,crescente
7953,5211602,2020-06-23,42,IVOLÂNDIA,0,"0,00","0,00",estavel
7954,5211701,2020-06-23,20,JANDAIA,1,0.29,,
7955,5211800,2020-06-23,60,JARAGUÁ,1,0.14,"-100,00",decrescente
7956,5211909,2020-06-23,98,JATAÍ,16,12.14,56.47,crescente
7957,5212006,2020-06-23,8,JAUPACI,0,"0,00",,
7958,5212055,2020-06-23,57,JESÚPOLIS,0,"0,00","0,00",estavel
7959,5212105,2020-06-23,41,JOVIÂNIA,0,"0,00","0,00",estavel
7960,5212204,2020-06-23,39,JUSSARA,2,0.43,-66.67,decrescente
7961,5212303,2020-06-23,36,LEOPOLDO DE BULHÕES,0,2.29,93.75,crescente
7962,5212501,2020-06-23,91,LUZIÂNIA,8,12.71,23.6,crescente
7963,5212808,2020-06-23,47,MARA ROSA,0,0.43,"100,00",crescente
7964,5212956,2020-06-23,2,MATRINCHÃ,0,,,
7965,5213004,2020-06-23,34,MAURILÂNDIA,5,"3,00",47.62,crescente
7966,5213053,2020-06-23,16,MIMOSO DE GOIÁS,0,"0,00",,
7967,5213087,2020-06-23,48,MINAÇU,0,0.14,"0,00",estavel
7968,5213103,2020-06-23,61,MINEIROS,18,12.14,44.71,crescente
7969,5213509,2020-06-23,26,MONTE ALEGRE DE GOIÁS,0,"0,00","0,00",estavel
7970,5213707,2020-06-23,20,MONTES CLAROS DE GOIÁS,0,"0,00",,
7971,5213756,2020-06-23,77,MONTIVIDIU,5,4.86,97.06,crescente
7972,5213772,2020-06-23,7,MONTIVIDIU DO NORTE,0,0.14,,
7973,5213806,2020-06-23,60,MORRINHOS,16,5.71,"80,00",crescente
7974,5213905,2020-06-23,15,MOSSÂMEDES,0,"0,00",,
7975,5214002,2020-06-23,17,MOZARLÂNDIA,-1,"0,00",,
7976,5214051,2020-06-23,7,MUNDO NOVO,0,0.43,,
7977,5214101,2020-06-23,27,MUTUNÓPOLIS,0,"0,00",-Inf,decrescente
7978,5214408,2020-06-23,9,NAZÁRIO,0,0.29,,
7979,5214507,2020-06-23,73,NERÓPOLIS,1,0.29,"50,00",crescente
7980,5214606,2020-06-23,59,NIQUELÂNDIA,0,2.86,"65,00",crescente
7981,5214705,2020-06-23,34,NOVA AMÉRICA,0,"0,00","0,00",estavel
7982,5214804,2020-06-23,11,NOVA AURORA,0,"0,00",,
7983,5214838,2020-06-23,8,NOVA CRIXÁS,0,"0,00",,
7984,5214861,2020-06-23,78,NOVA GLÓRIA,2,0.86,66.67,crescente
7985,5214879,2020-06-23,7,NOVA IGUAÇU DE GOIÁS,0,0.29,,
7986,5215009,2020-06-23,82,NOVA VENEZA,0,"0,00","0,00",estavel
7987,5215207,2020-06-23,14,NOVO BRASIL,0,0.14,,
7988,5215231,2020-06-23,62,NOVO GAMA,18,9.57,8.96,estavel
7989,5215306,2020-06-23,9,ORIZONA,1,0.29,,
7990,5215405,2020-06-23,9,OURO VERDE DE GOIÁS,-1,0.29,,
7991,5215504,2020-06-23,5,OUVIDOR,0,,,
7992,5215603,2020-06-23,38,PADRE BERNARDO,2,2.14,"40,00",crescente
7993,5215702,2020-06-23,44,PALMEIRAS DE GOIÁS,3,2.14,73.33,crescente
7994,5215900,2020-06-23,47,PALMINÓPOLIS,0,0.43,"100,00",crescente
7995,5216007,2020-06-23,6,PANAMÁ,0,,,
7996,5216304,2020-06-23,83,PARANAIGUARA,0,0.14,"0,00",estavel
7997,5216403,2020-06-23,72,PARAÚNA,0,0.43,66.67,crescente
7998,5216452,2020-06-23,6,PEROLÂNDIA,0,,,
7999,5216809,2020-06-23,5,PETROLINA DE GOIÁS,0,,,
8000,5217104,2020-06-23,48,PIRACANJUBA,3,1.14,37.5,crescente
8001,5217203,2020-06-23,33,PIRANHAS,1,0.14,"100,00",crescente
8002,5217302,2020-06-23,36,PIRENÓPOLIS,0,0.14,"0,00",estavel
8003,5217401,2020-06-23,77,PIRES DO RIO,5,2.57,5.56,estavel
8004,5217609,2020-06-23,65,PLANALTINA,17,13.43,40.43,crescente
8005,5217708,2020-06-23,5,PONTALINA,1,,,
8006,5218003,2020-06-23,44,PORANGATU,1,"1,00",-114.29,decrescente
8007,5218052,2020-06-23,5,PORTEIRÃO,0,,,
8008,5218102,2020-06-23,36,PORTELÂNDIA,0,0.71,"80,00",crescente
8009,5218300,2020-06-23,26,POSSE,1,2.14,"100,00",crescente
8010,5218391,2020-06-23,75,PROFESSOR JAMIL,-1,0.14,"100,00",crescente
8011,5218508,2020-06-23,42,QUIRINÓPOLIS,2,6.71,89.36,crescente
8012,5218607,2020-06-23,74,RIALMA,3,0.86,83.33,crescente
8013,5218706,2020-06-23,35,RIANÁPOLIS,0,"0,00","0,00",estavel
8014,5218805,2020-06-23,104,RIO VERDE,199,"254,00",91.62,crescente
8015,5218904,2020-06-23,26,RUBIATABA,2,"2,00",-21.43,decrescente
8016,5219001,2020-06-23,2,SANCLERLÂNDIA,0,,,
8017,5219100,2020-06-23,1,SANTA BÁRBARA DE GOIÁS,1,,,
8018,5219209,2020-06-23,1,SANTA CRUZ DE GOIÁS,1,,,
8019,5219258,2020-06-23,54,SANTA FÉ DE GOIÁS,0,0.14,"100,00",crescente
8020,5219308,2020-06-23,55,SANTA HELENA DE GOIÁS,1,"7,00",-4.08,estavel
8021,5219357,2020-06-23,15,SANTA ISABEL,0,0.43,,
8022,5219407,2020-06-23,37,SANTA RITA DO ARAGUAIA,0,0.29,"100,00",crescente
8023,5219456,2020-06-23,6,SANTA RITA DO NOVO DESTINO,0,,,
8024,5219506,2020-06-23,23,SANTA ROSA DE GOIÁS,0,"0,00","0,00",estavel
8025,5219605,2020-06-23,7,SANTA TEREZA DE GOIÁS,0,0.29,,
8026,5219704,2020-06-23,25,SANTA TEREZINHA DE GOIÁS,1,0.14,"100,00",crescente
8027,5219738,2020-06-23,44,SANTO ANTÔNIO DE GOIÁS,1,0.86,83.33,crescente
8028,5219753,2020-06-23,70,SANTO ANTÔNIO DO DESCOBERTO,5,"5,00",-97.14,decrescente
8029,5219902,2020-06-23,9,SÃO FRANCISCO DE GOIÁS,1,0.43,,
8030,5220009,2020-06-23,30,SÃO JOÃO D'ALIANÇA,12,2.14,"40,00",crescente
8031,5220108,2020-06-23,82,SÃO LUÍS DE MONTES BELOS,3,"2,00",42.86,crescente
8032,5220157,2020-06-23,9,SÃO LUIZ DO NORTE,3,1.57,,
8033,5220207,2020-06-23,26,SÃO MIGUEL DO ARAGUAIA,1,0.57,"100,00",crescente
8034,5220405,2020-06-23,41,SÃO SIMÃO,3,2.14,-53.33,decrescente
8035,5220454,2020-06-23,82,SENADOR CANEDO,51,20.43,30.77,crescente
8036,5220504,2020-06-23,30,SERRANÓPOLIS,1,0.14,"100,00",crescente
8037,5220603,2020-06-23,89,SILVÂNIA,-1,0.14,"-100,00",decrescente
8038,5221197,2020-06-23,33,TEREZÓPOLIS DE GOIÁS,0,0.57,"25,00",crescente
8039,5221304,2020-06-23,4,TRÊS RANCHOS,0,,,
8040,5221403,2020-06-23,84,TRINDADE,12,"6,00",40.48,crescente
8041,5221502,2020-06-23,26,TURVÂNIA,0,0.57,"100,00",crescente
8042,5221551,2020-06-23,8,TURVELÂNDIA,1,0.57,,
8043,5221601,2020-06-23,55,URUAÇU,0,2.57,44.44,crescente
8044,5221700,2020-06-23,25,URUANA,0,1.57,81.82,crescente
8045,5221809,2020-06-23,34,URUTAÍ,0,"0,00","0,00",estavel
8046,5221858,2020-06-23,92,VALPARAÍSO DE GOIÁS,33,19.43,"50,00",crescente
8047,5221908,2020-06-23,4,VARJÃO,0,,,
8048,5222005,2020-06-23,78,VIANÓPOLIS,1,0.29,"-500,00",decrescente
8049,5222054,2020-06-23,14,VICENTINÓPOLIS,0,"0,00",,
8050,5222203,2020-06-23,7,VILA BOA,0,0.14,,
8051,5300108,2020-06-23,98,BRASÍLIA,1220,1426.86,43.01,crescente
8052,52,2020-06-24,105,GOIÁS,1208,932.86,59.28,crescente
8053,5200050,2020-06-24,35,ABADIA DE GOIÁS,0,1.14,37.5,crescente
8054,5200100,2020-06-24,27,ABADIÂNIA,0,1.14,"50,00",crescente
8055,5200134,2020-06-24,24,ACREÚNA,1,0.57,"100,00",crescente
8056,5200159,2020-06-24,20,ADELÂNDIA,2,1.14,,
8057,5200175,2020-06-24,21,ÁGUA FRIA DE GOIÁS,0,"0,00",-Inf,decrescente
8058,5200258,2020-06-24,89,ÁGUAS LINDAS DE GOIÁS,53,21.29,38.93,crescente
8059,5200308,2020-06-24,49,ALEXÂNIA,3,1.57,54.55,crescente
8060,5200506,2020-06-24,75,ALOÂNDIA,0,"0,00","0,00",estavel
8061,5200605,2020-06-24,26,ALTO PARAÍSO DE GOIÁS,0,0.43,"100,00",crescente
8062,5200803,2020-06-24,8,ALVORADA DO NORTE,0,"0,00",,
8063,5200829,2020-06-24,34,AMARALINA,0,"0,00",-Inf,decrescente
8064,5200852,2020-06-24,7,AMERICANO DO BRASIL,1,1.57,,
8065,5200902,2020-06-24,34,AMORINÓPOLIS,0,"0,00","0,00",estavel
8066,5201108,2020-06-24,101,ANÁPOLIS,27,19.86,41.73,crescente
8067,5201207,2020-06-24,76,ANHANGUERA,0,"0,00","0,00",estavel
8068,5201306,2020-06-24,27,ANICUNS,19,"4,00",71.43,crescente
8069,5201405,2020-06-24,99,APARECIDA DE GOIÂNIA,131,89.57,64.75,crescente
8070,5201454,2020-06-24,32,APARECIDA DO RIO DOCE,0,1.14,"100,00",crescente
8071,5201603,2020-06-24,9,ARAÇU,0,0.14,,
8072,5201702,2020-06-24,45,ARAGARÇAS,3,1.71,"50,00",crescente
8073,5201801,2020-06-24,71,ARAGOIÂNIA,2,0.43,33.33,crescente
8074,5202155,2020-06-24,34,ARAGUAPAZ,0,"0,00",-Inf,decrescente
8075,5202502,2020-06-24,3,ARUANÃ,1,,,
8076,5202601,2020-06-24,14,AURILÂNDIA,0,1.29,,
8077,5202809,2020-06-24,42,AVELINÓPOLIS,0,"0,00","0,00",estavel
8078,5203203,2020-06-24,63,BARRO ALTO,0,0.43,-133.33,decrescente
8079,5203302,2020-06-24,78,BELA VISTA DE GOIÁS,2,1.71,83.33,crescente
8080,5203401,2020-06-24,35,BOM JARDIM DE GOIÁS,0,0.14,"100,00",crescente
8081,5203500,2020-06-24,83,BOM JESUS DE GOIÁS,1,2.43,94.12,crescente
8082,5203559,2020-06-24,34,BONFINÓPOLIS,1,0.71,"-20,00",decrescente
8083,5203609,2020-06-24,18,BRAZABRANTES,0,0.14,,
8084,5203807,2020-06-24,49,BRITÂNIA,0,0.29,"100,00",crescente
8085,5203906,2020-06-24,10,BURITI ALEGRE,0,1.43,,
8086,5203939,2020-06-24,3,BURITI DE GOIÁS,0,,,
8087,5203962,2020-06-24,9,BURITINÓPOLIS,0,"0,00",,
8088,5204003,2020-06-24,30,CABECEIRAS,0,"0,00",-Inf,decrescente
8089,5204102,2020-06-24,25,CACHOEIRA ALTA,0,0.43,"-200,00",decrescente
8090,5204250,2020-06-24,31,CACHOEIRA DOURADA,0,0.43,"100,00",crescente
8091,5204300,2020-06-24,43,CAÇU,2,"3,00",80.95,crescente
8092,5204409,2020-06-24,27,CAIAPÔNIA,0,0.14,"0,00",estavel
8093,5204508,2020-06-24,77,CALDAS NOVAS,3,2.29,12.5,estavel
8094,5204557,2020-06-24,16,CALDAZINHA,0,0.14,,
8095,5204607,2020-06-24,80,CAMPESTRE DE GOIÁS,0,0.14,"100,00",crescente
8096,5204706,2020-06-24,62,CAMPINORTE,0,0.43,-66.67,decrescente
8097,5204805,2020-06-24,45,CAMPO ALEGRE DE GOIÁS,0,"0,00","0,00",estavel
8098,5204854,2020-06-24,21,CAMPO LIMPO DE GOIÁS,0,0.29,"0,00",estavel
8099,5204904,2020-06-24,51,CAMPOS BELOS,3,0.57,"25,00",crescente
8100,5205000,2020-06-24,69,CARMO DO RIO VERDE,5,"1,00","100,00",crescente
8101,5205059,2020-06-24,23,CASTELÂNDIA,0,"0,00",-Inf,decrescente
8102,5205109,2020-06-24,95,CATALÃO,4,5.14,-55.56,decrescente
8103,5205208,2020-06-24,49,CATURAÍ,0,0.14,"100,00",crescente
8104,5205307,2020-06-24,24,CAVALCANTE,0,"0,00","0,00",estavel
8105,5205406,2020-06-24,69,CERES,4,5.71,"95,00",crescente
8106,5205455,2020-06-24,22,CEZARINA,1,0.29,"100,00",crescente
8107,5205471,2020-06-24,42,CHAPADÃO DO CÉU,3,2.14,"100,00",crescente
8108,5205497,2020-06-24,85,CIDADE OCIDENTAL,21,14.57,53.92,crescente
8109,5205513,2020-06-24,30,COCALZINHO DE GOIÁS,0,0.57,"-50,00",decrescente
8110,5205703,2020-06-24,31,CÓRREGO DO OURO,0,"0,00","0,00",estavel
8111,5205802,2020-06-24,41,CORUMBÁ DE GOIÁS,0,"0,00","0,00",estavel
8112,5205901,2020-06-24,48,CORUMBAÍBA,0,0.57,"50,00",crescente
8113,5206206,2020-06-24,49,CRISTALINA,2,2.29,68.75,crescente
8114,5206404,2020-06-24,21,CRIXÁS,1,"1,00",57.14,crescente
8115,5206503,2020-06-24,28,CROMÍNIA,0,0.14,"0,00",estavel
8116,5206602,2020-06-24,23,CUMARI,0,0.29,"-50,00",decrescente
8117,5206800,2020-06-24,22,DAMOLÂNDIA,0,0.43,"100,00",crescente
8118,5207352,2020-06-24,9,EDEALINA,0,"0,00",,
8119,5207402,2020-06-24,44,EDÉIA,1,0.86,"0,00",estavel
8120,5207501,2020-06-24,17,ESTRELA DO NORTE,0,"0,00",,
8121,5207535,2020-06-24,71,FAINA,2,0.43,"100,00",crescente
8122,5207808,2020-06-24,27,FIRMINÓPOLIS,1,0.14,"100,00",crescente
8123,5207907,2020-06-24,23,FLORES DE GOIÁS,0,"0,00","0,00",estavel
8124,5208004,2020-06-24,73,FORMOSA,18,11.71,48.78,crescente
